basepk,topic,category,procedural_score,error_x,error_y
2943265,energy conservation program,Agriculture & Natural Resources,0.5,,
2943275,government environmental and energy efficiency initiatives,Agriculture & Natural Resources,0.0,,
2943311,pollution control devices on automobiles,Agriculture & Natural Resources,0.25,,
2943324,energy use in government buildings,Agriculture & Natural Resources,0.25,,
2943327,tax measures for energy exploration and development,Economic & Fiscal Policy,0.25,,
2943334,petroleum corporation powers to secure supply,Agriculture & Natural Resources,0.0,,
2943352,energy conservation measures,Agriculture & Natural Resources,0.0,,
2943354,James Bay project and uranium enrichment,Agriculture & Natural Resources,0.0,,
2943366,layoffs in the electrical industry due to imports,Trade & Industry,0.0,,
2943564,Air Canada financial situation and management,Trade & Industry,0.5,,
2943658,embassy personnel intelligence gathering,Foreign Affairs & Defence,0.5,,
2943670,Syncrude project capital cost commitment,Agriculture & Natural Resources,0.0,,
2943720,bullet proofing of prime minister's cars,Government Operations & Ethics,0.5,,
2943728,question of privilege,Parliamentary Affairs,1.0,,
2943805,electoral boundaries and rate of growth,Parliamentary Affairs,0.5,,
2943871,Fisheries Prices Support Board employment and salaries,Agriculture & Natural Resources,0.0,,
2943876,habitual criminals and preventive detention statistics,"Justice, Rights & Immigration",0.0,,
2943893,Department of Transport employee salaries,Government Operations & Ethics,0.0,,
2943898,employee numbers and salaries,Government Operations & Ethics,0.0,,
2943933,tar sands and northern oil policy,Agriculture & Natural Resources,0.0,,
2943951,tar sands production for energy self-sufficiency,Agriculture & Natural Resources,0.0,,
2944124,income tax reduction,Economic & Fiscal Policy,0.25,,
2944180,income tax and oil industry profits,Economic & Fiscal Policy,0.0,,
2944259,Olympic Games deficit sharing,Economic & Fiscal Policy,0.5,,
2944280,January unemployment rate,Social Policy,0.0,,
2944397,report from Textile and Clothing Board,Trade & Industry,0.0,,
2944399,Syncrude job creation and Canadian content,Trade & Industry,0.25,,
2944448,Minister of Finance's changing positions,Government Operations & Ethics,0.75,,
2944458,ministerial secrecy and consensus building,Government Operations & Ethics,0.25,,
2944479,tax cuts and government spending restraint,Economic & Fiscal Policy,0.25,,
2944486,question of privilege,Parliamentary Affairs,0.75,,
2944523,"criminal records and employment, travel","Justice, Rights & Immigration",0.25,,
2944545,income tax reduction and government spending,Economic & Fiscal Policy,0.25,,
2944579,Qualicum River steel mill pollution,Agriculture & Natural Resources,0.25,,
2944619,ministerial conflict of interest Seagram jet trip,Government Operations & Ethics,0.5,,
2944643,economic future and unemployment,Economic & Fiscal Policy,0.75,,
2944650,Pinetree radar site property disposal,Foreign Affairs & Defence,0.25,,
2944711,Department of Labour employee salaries,Government Operations & Ethics,0.0,,
2944721,"Department of Energy, Mines and Resources employee salaries",Government Operations & Ethics,0.0,,
2944732,paper recycling programme funding,Government Operations & Ethics,0.25,,
2944788,health of the automobile industry,Trade & Industry,0.0,,
2944834,public ownership of Canadian National hotels,Government Operations & Ethics,0.25,,
2944850,review of import regulations,Trade & Industry,0.25,,
2944882,labour share of national income vs corporation profits,Economic & Fiscal Policy,0.0,,
2944896,exchange of transportation technology with US,Trade & Industry,0.0,,
2944921,budgetary transactions and deficits,Economic & Fiscal Policy,0.25,,
2944947,employer-employee contract restrictions,Trade & Industry,0.0,,
2944961,Income Tax Act and Canadian oil industry ownership,Economic & Fiscal Policy,0.1,,
2944992,balance of payments and Syncrude,Trade & Industry,0.25,,
2944994,Syncrude tax incentives and equity participation,Economic & Fiscal Policy,0.0,,
2945007,federal taxation of provincial resources,Intergovernmental & Constitutional Affairs,0.0,,
2945015,"income tax, education allowances for children",Economic & Fiscal Policy,0.25,,
2945128,postal supervisor assault and violence,"Justice, Rights & Immigration",0.25,,
2945173,CBC estimates procedure,Parliamentary Affairs,0.75,,
2945183,Tokyo Round international trade talks,Trade & Industry,0.0,,
2945184,international trade negotiations,Trade & Industry,0.0,,
2945226,printing of government documents,Government Operations & Ethics,0.0,,
2945233,order of business for NORAD and railway bills,Parliamentary Affairs,0.75,,
2945286,income tax bill and unemployment,Economic & Fiscal Policy,0.25,,
2945297,resource industry tax revenue division,Intergovernmental & Constitutional Affairs,0.0,,
2945298,federal-provincial fiscal relations,Intergovernmental & Constitutional Affairs,0.0,,
2945300,provincial petroleum revenue comparison,Agriculture & Natural Resources,0.0,,
2945346,budgetary deficit and surplus forecasts,Economic & Fiscal Policy,0.25,,
2945425,federalism and provincial resource ownership,Intergovernmental & Constitutional Affairs,0.25,,
2945436,amendment to Bill C-49,Parliamentary Affairs,0.75,,
2945521,CN hotels management proposals,Government Operations & Ethics,0.25,,
2945603,mediation services and Air Canada classification,Trade & Industry,0.25,,
2945676,federal correctional institution location,"Justice, Rights & Immigration",0.0,,
2945678,institutional construction near population centres,"Justice, Rights & Immigration",0.0,,
2945701,House review of situation,Parliamentary Affairs,0.5,,
2945742,amendments to housing legislation,Social Policy,0.25,,
2945752,taxation of real estate development costs,Economic & Fiscal Policy,0.25,,
2945801,bank reserve calculation formulas,Economic & Fiscal Policy,0.0,,
2945828,residence exemption for Canadians abroad,Economic & Fiscal Policy,0.0,,
2945851,clarification of clause 12,Parliamentary Affairs,0.75,,
2945907,boycott of coded mail at Montreal post office,Government Operations & Ethics,0.0,,
2945944,review of House procedures,Parliamentary Affairs,0.75,,
2945958,amendments to superannuation and retirement acts,Social Policy,0.0,,
2945974,defence training costs by trade,Foreign Affairs & Defence,0.0,,
2945978,payments to sculptors and maquette production,Government Operations & Ethics,0.0,,
2945981,translation costs for Department of National Health and Welfare,Government Operations & Ethics,0.0,,
2945983,aircraft depressurization incidents on Air Canada,Trade & Industry,0.0,,
2945990,unemployment insurance for library employees,Social Policy,0.0,,
2945995,noise level studies for Canadian National Railway,Trade & Industry,0.0,,
2946018,answers to order paper questions,Parliamentary Affairs,0.75,,
2946066,Canadian automobile industry and sales tax,Trade & Industry,0.0,,
2946104,unemployment insurance cash requirements,Social Policy,0.0,,
2946114,postal service slowdown in Montreal,Government Operations & Ethics,0.0,,
2946117,postal workers' reputation and service,Government Operations & Ethics,0.25,,
2946126,grants in lieu of taxes for commission ports,Intergovernmental & Constitutional Affairs,0.0,,
2946127,National Harbours Board jurisdiction,Government Operations & Ethics,0.0,,
2946179,harnessing Bay of Fundy tides for power,Agriculture & Natural Resources,0.0,,
2946219,tabling of provincial CEMA plans,Intergovernmental & Constitutional Affairs,0.5,,
2946222,provincial agreement on federal requests,Intergovernmental & Constitutional Affairs,0.25,,
2946274,indexing of personal income tax liabilities,Economic & Fiscal Policy,0.0,,
2946326,airport closure investigation,Government Operations & Ethics,0.75,,
2946356,National Energy Board Act export permits,Agriculture & Natural Resources,0.0,,
2946360,crude oil exports and balance of payments,Economic & Fiscal Policy,0.0,,
2946368,release of pay research bureau analysis,Government Operations & Ethics,0.25,,
2946390,public hearings on export trade policy,Trade & Industry,0.25,,
2946411,chicken cold storage and foreign aid,Agriculture & Natural Resources,0.0,,
2946476,armed forces retirement savings plan,Foreign Affairs & Defence,0.0,,
2946508,amendments to resource property taxation,Economic & Fiscal Policy,0.0,,
2946524,pension plan for the poor,Social Policy,0.0,,
2946525,income groups and available funds,Economic & Fiscal Policy,0.0,,
2946547,"amendments to Bill C-49, taxation of resource income",Economic & Fiscal Policy,0.25,,
2946582,explanation of budget amendments,Economic & Fiscal Policy,0.25,,
2946599,oil company tax concessions and profits,Economic & Fiscal Policy,0.1,,
2946611,exploration cost write-offs,Economic & Fiscal Policy,0.25,,
2946631,Canadian control of oil resources,Agriculture & Natural Resources,0.1,,
2946633,ownership of offshore oil resources,Agriculture & Natural Resources,0.0,,
2946647,amend Criminal Code re Canadian flag,"Justice, Rights & Immigration",0.25,,
2946723,income tax legislation for farming businesses,Economic & Fiscal Policy,0.0,,
2946766,disclosure of railway cost information to provinces,Trade & Industry,0.0,,
2946808,Bank of Canada Act reform for public credit,Economic & Fiscal Policy,0.1,,
2946920,translation requirements for Department of Communications,Government Operations & Ethics,0.0,,
2946923,Public Affairs Branch of the Post Office Department,Government Operations & Ethics,0.0,,
2946926,Institute of Ocean Sciences cost estimates,Government Operations & Ethics,0.0,,
2946988,pension and salary of former minister,Government Operations & Ethics,0.5,,
2947036,pay rates for general labour and trades group,Government Operations & Ethics,0.0,,
2947105,parliamentary procedure and question period,Parliamentary Affairs,0.75,,
2947110,delay in answering question about Mr. Pickersgill,Parliamentary Affairs,0.5,,
2947133,farm credit corporation assistance,Agriculture & Natural Resources,0.25,,
2947137,Canadian Egg Marketing Agency financial trouble,Agriculture & Natural Resources,0.25,,
2947150,income tax deductions and exemptions,Economic & Fiscal Policy,0.25,,
2947169,income tax interest deduction amendment,Economic & Fiscal Policy,0.25,,
2947186,taxation of dividends and savings,Economic & Fiscal Policy,0.0,,
2947188,taxation of dividends and savings,Economic & Fiscal Policy,0.0,,
2947195,taxable income exemption for interest or dividends,Economic & Fiscal Policy,0.0,,
2947221,conflict of interest declaration,Government Operations & Ethics,0.75,,
2947228,old age pension and savings exemption,Social Policy,0.0,,
2947250,Canada Pension and private pension eligibility,Social Policy,0.0,,
2947262,eligibility for interest income exemption,Economic & Fiscal Policy,0.0,,
2947278,tax system reform,Economic & Fiscal Policy,0.25,,
2947313,procedures for airing legitimate grievances,Parliamentary Affairs,0.75,,
2947391,housing for welfare recipients,Social Policy,0.0,,
2947399,industrial incentives for economic growth,Economic & Fiscal Policy,0.0,,
2947457,bilingual services at manpower centres,Social Policy,0.25,,
2947549,Canada's international aid to developing countries,Foreign Affairs & Defence,0.0,,
2947572,answers to questions on personnel and travel,Parliamentary Affairs,0.5,,
2947598,unanimous consent to speak,Parliamentary Affairs,1.0,,
2947615,criticism of external aid program secrecy,Foreign Affairs & Defence,0.25,,
2947619,Canadian International Development Agency (CIDA) performance,Foreign Affairs & Defence,0.25,,
2947631,CIDA estimates and Price Waterhouse study,Foreign Affairs & Defence,0.25,,
2947633,Canadian international assistance policy,Foreign Affairs & Defence,0.1,,
2947681,family court enforcement of orders,"Justice, Rights & Immigration",0.0,,
2947758,Pickering airport funds diversion for Toronto region infrastructure,Government Operations & Ethics,0.25,,
2947764,airport funding and expropriation,Government Operations & Ethics,0.0,,
2947769,second Toronto international airport,Government Operations & Ethics,0.25,,
2947774,Pickering airport and transportation policy,Government Operations & Ethics,0.25,,
2947837,Cuba loan interest rate,Foreign Affairs & Defence,0.25,,
2947839,Canada-Cuba soft loan interest rate,Foreign Affairs & Defence,0.0,,
2947866,inflation and government spending,Economic & Fiscal Policy,0.0,,
2947873,accelerated communications program facilities,Government Operations & Ethics,0.0,,
2947906,Toronto mail strike and ideological conflict,Government Operations & Ethics,0.25,,
2947908,cheque distribution during Toronto strike,Government Operations & Ethics,0.25,,
2947910,Postmaster General's performance,Government Operations & Ethics,0.75,,
2947919,order of business,Parliamentary Affairs,0.75,,
2947958,admissibility of amendment,Parliamentary Affairs,0.75,,
2947982,economic situation and tax cut,Economic & Fiscal Policy,0.0,,
2947997,amendments to income tax act,Economic & Fiscal Policy,0.25,,
2948035,credit union taxation and competition,Economic & Fiscal Policy,0.0,,
2948080,amendments to registered home ownership savings plan,Economic & Fiscal Policy,0.25,,
2948117,home ownership savings plan assistance,Economic & Fiscal Policy,0.25,,
2948127,registered home savings plan and housing policy,Social Policy,0.25,,
2948158,housing starts and home purchase plan,Social Policy,0.0,,
2948256,parliamentary privilege and freedom of speech,Parliamentary Affairs,0.5,,
2948276,role of the Senate in legislation,Parliamentary Affairs,0.75,,
2948280,member relations with the Senate,Parliamentary Affairs,0.75,,
2948339,butter imports statistics,Trade & Industry,0.0,,
2948342,Department of Regional Economic Expansion grant to Valewood Products Ltd,Government Operations & Ethics,0.0,,
2948355,regional development incentives assistance,Trade & Industry,0.0,,
2948376,regional development incentives assistance,Trade & Industry,0.0,,
2948377,Department of Regional Economic Expansion grant to Educational Fitment,Government Operations & Ethics,0.0,,
2948385,DREE grant to Hypernetics Ltd,Trade & Industry,0.0,,
2948386,Regional Development Incentives Act offer,Trade & Industry,0.0,,
2948388,regional development incentive assistance,Trade & Industry,0.0,,
2948483,Textile and Clothing Board report on dumping,Trade & Industry,0.25,,
2948486,food shortage on Bell Island,Social Policy,0.0,,
2948487,icebreaker supply for Bell Island,Social Policy,0.0,,
2948490,Income Tax Act periodical definition,Economic & Fiscal Policy,0.25,,
2948503,Finkelman Report recommendations,Indigenous & Northern Affairs,0.25,,
2948504,labour relations consultation,Social Policy,0.25,,
2948531,delay in obtaining permission,Parliamentary Affairs,0.75,,
2948544,allegations of misconduct,Government Operations & Ethics,0.5,,
2948581,amendment to bill clause 4,Parliamentary Affairs,0.5,,
2948651,federal-provincial jurisdiction over natural resources,Intergovernmental & Constitutional Affairs,0.25,,
2948748,RCMP advice on tape access,"Justice, Rights & Immigration",0.25,,
2948791,ministerial witness status in proceedings,Parliamentary Affairs,0.75,,
2948803,railway freight rate increases,Agriculture & Natural Resources,0.0,,
2948822,prohibiting freight rate increases,Economic & Fiscal Policy,0.0,,
2948855,Prime Minister's European excursion and inflation,Economic & Fiscal Policy,0.25,,
2948863,question of privilege and parliamentary procedure,Parliamentary Affairs,0.75,,
2948866,committee facilities maintenance,Parliamentary Affairs,0.25,,
2948906,federal government oil revenue sharing,Agriculture & Natural Resources,0.0,,
2948908,oil sales and profit sharing,Agriculture & Natural Resources,0.0,,
2948924,rights of inmates and purpose of imprisonment,"Justice, Rights & Immigration",0.0,,
2948928,prisoner rehabilitation and responsibility,"Justice, Rights & Immigration",0.1,,
2948931,voting rights for inmates and disabled,"Justice, Rights & Immigration",0.25,,
2948955,Canadian minister's role in international economics,Foreign Affairs & Defence,0.25,,
2948995,unclear,Parliamentary Affairs,0.75,,
2948998,federal-provincial resource taxation and investment,Intergovernmental & Constitutional Affairs,0.1,,
2949060,obstruction of legislation,Parliamentary Affairs,0.75,,
2949084,question of privilege,Parliamentary Affairs,0.75,,
2949122,conservation and natural resource revenue sharing,Agriculture & Natural Resources,0.0,,
2949131,federal-provincial agreement on bill clauses,Intergovernmental & Constitutional Affairs,0.25,,
2949209,question of privilege regarding member's scope of activity,Parliamentary Affairs,0.75,,
2949249,routine questions and answers,Parliamentary Affairs,0.75,,
2949291,translation services and costs,Government Operations & Ethics,0.0,,
2949302,Mr. Pitfield's absences from duty,Government Operations & Ethics,0.25,,
2949332,Veterans Affairs employee salaries,Government Operations & Ethics,0.0,,
2949335,chauffeurs for the Prime Minister,Government Operations & Ethics,0.0,,
2949336,sugar beet industry,Agriculture & Natural Resources,0.0,,
2949353,regional economic expansion and industry trade expenditures,Trade & Industry,0.0,,
2949371,Quebec residents in New Brunswick public service,Government Operations & Ethics,0.0,,
2949422,economists and country's number one problem,Economic & Fiscal Policy,0.25,,
2949464,broadcasting of House proceedings,Parliamentary Affairs,0.0,,
2949497,St. Lawrence Seaway dredging contract payment,Trade & Industry,0.0,,
2949506,RCMP investigation status,"Justice, Rights & Immigration",0.0,,
2949602,federal-provincial relations on oil and gas,Intergovernmental & Constitutional Affairs,0.5,,
2949615,member voting irregularities,Parliamentary Affairs,0.75,,
2949706,consequential amendments to Representation Commissioner Act,Parliamentary Affairs,0.25,,
2949731,mortgage rate for Canadians,Economic & Fiscal Policy,0.0,,
2949784,ruling on question period procedure,Parliamentary Affairs,1.0,,
2949806,potato producers in Maritime provinces,Agriculture & Natural Resources,0.0,,
2949832,question of privilege,Parliamentary Affairs,0.75,,
2949950,taxpayer money and government spending,Economic & Fiscal Policy,0.25,,
2949973,government information and public access,Government Operations & Ethics,0.1,,
2949976,motion priority,Parliamentary Affairs,0.75,,
2950098,Post Office worker morale and union leadership,Government Operations & Ethics,0.25,,
2950137,Minister of National Defence words,Government Operations & Ethics,0.75,,
2950177,B.C. forest products overseas market development,Trade & Industry,0.0,,
2950190,extension of Indian agreements,Indigenous & Northern Affairs,0.0,,
2950273,representation for Northwest Territories,Intergovernmental & Constitutional Affairs,0.0,,
2950290,passage of bill for Northwest Territories,Intergovernmental & Constitutional Affairs,0.25,,
2950311,endorsement of agriculture bill,Agriculture & Natural Resources,0.25,,
2950353,"federal funding for highways, television, and fisheries",Intergovernmental & Constitutional Affairs,0.0,,
2950375,economic disparity in Atlantic Canada,Economic & Fiscal Policy,0.0,,
2950382,promotion of culture,Social Policy,0.5,,
2950404,referral of estimates to standing committees,Parliamentary Affairs,0.25,,
2950431,National Arts Centre employment and salaries,Government Operations & Ethics,0.0,,
2950435,travel expenses of ministers,Government Operations & Ethics,0.0,,
2950452,Local Initiatives Programme project details,Government Operations & Ethics,0.0,,
2950465,Department of National Health and Welfare staffing,Government Operations & Ethics,0.0,,
2950477,ferry carferry improvements and capacity,Trade & Industry,0.0,,
2950478,car ferry capacity and improvements,Trade & Industry,0.0,,
2950508,women in society and inflation consultations,Social Policy,0.25,,
2950531,poultry marketing agency application,Agriculture & Natural Resources,0.0,,
2950577,Indian band educational programs,Indigenous & Northern Affairs,0.0,,
2950579,educational financing program for Ontario,Intergovernmental & Constitutional Affairs,0.0,,
2950582,native and rural housing program,Social Policy,0.0,,
2950587,native housing programs,Social Policy,0.25,,
2950604,financial assistance for youth referral service,Social Policy,0.0,,
2950628,government initiatives during strikes,Government Operations & Ethics,0.25,,
2950674,immigration policy and population growth,"Justice, Rights & Immigration",0.25,,
2950715,old age pensions for women,Social Policy,0.1,,
2950758,farm cash advances and grain marketing,Agriculture & Natural Resources,0.25,,
2950820,CBC radio service expansion in Okanagan valley,Trade & Industry,0.0,,
2950835,regional air service in western Manitoba and eastern Saskatchewan,Trade & Industry,0.25,,
2950997,CIA activities in Canada,Foreign Affairs & Defence,0.0,,
2951033,Canadian Radio-television and Telecommunications Commission,Government Operations & Ethics,0.25,,
2951049,Quebec leadership of Progressive Conservative Party,Government Operations & Ethics,0.75,,
2951087,super regulatory agency for communications,Government Operations & Ethics,0.25,,
2951178,guaranteed annual income scheme,Social Policy,0.25,,
2951365,export trade development,Trade & Industry,0.0,,
2951435,consensus on national interest strikes,Government Operations & Ethics,0.25,,
2951437,grain movement strike and employment,Government Operations & Ethics,0.25,,
2951472,beef and veal marketing board investigation,Agriculture & Natural Resources,0.0,,
2951507,agricultural price support programs,Agriculture & Natural Resources,0.0,,
2951524,agricultural production and export challenges,Agriculture & Natural Resources,0.25,,
2951659,Air Canada stewardess hiring discrimination,Social Policy,0.0,,
2951693,government contracts and lowest bidder,Government Operations & Ethics,0.25,,
2951706,west coast grain export negotiations,Trade & Industry,0.25,,
2951810,adjournment proceedings and private members' business,Parliamentary Affairs,1.0,,
2951830,private member's notice of motion,Parliamentary Affairs,0.75,,
2951862,government intervention in agricultural marketing,Agriculture & Natural Resources,0.25,,
2951887,cattle industry support and market adjustment,Agriculture & Natural Resources,0.0,,
2951946,maintenance of essential services during strikes,Government Operations & Ethics,0.25,,
2951947,public servants obeying the law,Government Operations & Ethics,0.25,,
2951953,consent to prosecute illegal activity,"Justice, Rights & Immigration",0.25,,
2951957,use of armed forces in strikes,Foreign Affairs & Defence,0.0,,
2951974,question of privilege on minister's answers,Parliamentary Affairs,0.75,,
2951983,public inquiry into Seafarers' International Union,Government Operations & Ethics,0.0,,
2951986,Canada Labour Code amendments,Social Policy,0.0,,
2952044,tabling of fertilizer industry cost analysis,Agriculture & Natural Resources,0.5,,
2952140,transportation policy and provincial agreements,Intergovernmental & Constitutional Affairs,0.25,,
2952144,linear traction train service safety,Trade & Industry,0.25,,
2952184,racism and transport policy,"Justice, Rights & Immigration",0.25,,
2952189,CPR subsidies and public transportation,Trade & Industry,0.25,,
2952197,transportation policy and public ownership,Trade & Industry,0.0,,
2952312,report on children in poverty,Social Policy,0.5,,
2952320,vigilante action against white racists,"Justice, Rights & Immigration",0.5,,
2952344,CEMA egg marketing and storage policy,Agriculture & Natural Resources,0.0,,
2952356,LIP projects investigations and fraud,Government Operations & Ethics,0.0,,
2952359,Local Initiatives Program fraud investigation,Government Operations & Ethics,0.0,,
2952364,Local Initiatives Programme employment and political activity,Government Operations & Ethics,0.25,,
2952368,IDB loan applications by province,Economic & Fiscal Policy,0.0,,
2952415,Public Service Alliance GLT workers dispute,Social Policy,0.25,,
2952426,public service strike and grain movement,Social Policy,0.0,,
2952481,housing starts and CMHC report,Social Policy,0.0,,
2952483,housing construction stimulation,Social Policy,0.0,,
2952497,deportation of Hari Charan Singh,"Justice, Rights & Immigration",0.25,,
2952541,co-operation between ministries,Government Operations & Ethics,0.0,,
2952597,national transportation policy,Trade & Industry,0.25,,
2952615,minister's alleged racist campaign and incompetence,"Justice, Rights & Immigration",0.5,,
2952642,transportation policy and regional expansion,Trade & Industry,0.25,,
2952737,question of privilege and withdrawal of remarks,Parliamentary Affairs,0.75,,
2952774,thalidomide victims compensation,Social Policy,0.25,,
2952783,ministerial responsibility for questions,Government Operations & Ethics,0.75,,
2952806,youth unemployment programs,Social Policy,0.0,,
2952811,Quebec broiler chicken import limitations,Agriculture & Natural Resources,0.0,,
2952812,poultry producers and supply management,Agriculture & Natural Resources,0.0,,
2952816,natural gas reserves and life index,Agriculture & Natural Resources,0.0,,
2952847,tariff on imported cars,Trade & Industry,0.0,,
2952881,Flaherty Manufacturing contract and riding assistant,Government Operations & Ethics,0.25,,
2952939,private member's bill expenditure of public money,Parliamentary Affairs,0.75,,
2952944,housing rehabilitation and improvement programs,Social Policy,0.0,,
2952954,Agricultural Stabilization Act,Agriculture & Natural Resources,0.25,,
2952979,Boeing 707 overhaul contracts in Winnipeg,Trade & Industry,0.25,,
2952980,Boeing 707 aircraft repair contract,Trade & Industry,0.0,,
2952987,welcome to the Secretary of the Treasury,Foreign Affairs & Defence,0.75,,
2952992,RCMP investigation into wrongdoing,Government Operations & Ethics,0.0,,
2953001,question of privilege regarding minister's statement,Parliamentary Affairs,0.75,,
2953030,public service blue collar workers strike,Social Policy,0.25,,
2953056,Local Initiatives Programme political pressures,Government Operations & Ethics,0.25,,
2953112,Canadian money supply and bank credit statistics,Economic & Fiscal Policy,0.0,,
2953131,consultants hired by Department of Finance,Government Operations & Ethics,0.0,,
2953135,Local Initiatives Programme grant for cultural centre,Government Operations & Ethics,0.0,,
2953151,investigation details in public interest,Government Operations & Ethics,0.75,,
2953237,foreign investment review agency guidelines,Trade & Industry,0.0,,
2953265,mediation efforts and labour relations,Social Policy,0.25,,
2953274,Canada's position at Law of the Sea Conference,Foreign Affairs & Defence,0.0,,
2953277,subsidy payments to Marine Industries Limited,Trade & Industry,0.5,,
2953280,point of order on supplementary question,Parliamentary Affairs,0.75,,
2953338,amendment to Canadian Bill of Rights,"Justice, Rights & Immigration",0.0,,
2953350,question of privilege re investigation answers,Parliamentary Affairs,0.75,,
2953392,Minister of Labour vacancy,Government Operations & Ethics,0.25,,
2953421,Saint John airport closure and firefighter employment,Social Policy,0.0,,
2953422,Saint John airport firefighters' pay,Social Policy,0.0,,
2953441,farm labour hiring policy,Agriculture & Natural Resources,0.0,,
2953459,disclosure of correspondence,Government Operations & Ethics,0.5,,
2953513,debate on national issues,Parliamentary Affairs,0.25,,
2953523,old age pensions and family allowances,Social Policy,0.0,,
2953528,US economic upturn timing,Economic & Fiscal Policy,0.0,,
2953622,housing for families with moderate incomes,Social Policy,0.0,,
2953623,housing starts and construction industry,Social Policy,0.0,,
2953631,royal assent to bills,Parliamentary Affairs,0.75,,
2953670,debate on NDP motion for third budget,Parliamentary Affairs,0.25,,
2953698,Prime Minister's office budget and spending,Government Operations & Ethics,0.1,,
2953710,question of privilege on former ministers providing information,Parliamentary Affairs,0.75,,
2953720,parliamentary privilege and questioning ministers,Parliamentary Affairs,0.75,,
2953729,conflict of evidence before committee,Parliamentary Affairs,0.5,,
2953754,RCMP investigation into Mr. Cameron's statement,Government Operations & Ethics,0.25,,
2953773,Solicitor General department records,Government Operations & Ethics,0.5,,
2953822,Solicitor General's Department information,Government Operations & Ethics,0.25,,
2953840,question of privilege and ministerial statements,Parliamentary Affairs,0.75,,
2953882,"National Film Board production ""Where are you going, Company Town?",Government Operations & Ethics,0.25,,
2953890,inquiry into controller's credibility,Government Operations & Ethics,0.5,,
2953941,point of privilege on dairy commission funding,Parliamentary Affairs,0.75,,
2953956,member attendance in the House,Parliamentary Affairs,0.5,,
2954007,amendments to the Holidays Act,Parliamentary Affairs,0.25,,
2954010,order of business,Parliamentary Affairs,0.75,,
2954027,Dominion Day holiday and its legislative history,Parliamentary Affairs,0.25,,
2954094,Health Lifestyle Calendar distribution,Social Policy,0.0,,
2954098,management changes and employment contracts,Trade & Industry,0.0,,
2954128,universal product code in retail,Trade & Industry,0.0,,
2954152,cost of job advertisement,Trade & Industry,0.0,,
2954167,department of transport contracts,Government Operations & Ethics,0.25,,
2954181,CNR derailments and repairs in Newfoundland,Trade & Industry,0.25,,
2954215,confidence in government knowledge of fraud,Government Operations & Ethics,0.25,,
2954242,contractual link with Europe,Trade & Industry,0.25,,
2954275,relief of poverty in Canada and developing world,Foreign Affairs & Defence,0.0,,
2954302,Air Command Headquarters study,Government Operations & Ethics,0.0,,
2954348,metric conversion leadership and direction,Trade & Industry,0.1,,
2954364,adjournment proceedings and private members business,Parliamentary Affairs,1.0,,
2954387,regional needs and backbench participation,Parliamentary Affairs,0.25,,
2954399,metric conversion costs and benefits,Trade & Industry,0.25,,
2954401,hardships of metric conversion for farmers,Agriculture & Natural Resources,0.25,,
2954424,Canada Pension Plan indexing protection,Social Policy,0.0,,
2954458,CBC reporters' expenses and tips,Government Operations & Ethics,0.25,,
2954474,Wheat Board grain shipment priority,Agriculture & Natural Resources,0.25,,
2954513,oil company compensation payments loophole,Economic & Fiscal Policy,0.0,,
2954516,oil compensation fund costs,Economic & Fiscal Policy,0.0,,
2954550,livestock feedstocks supply,Agriculture & Natural Resources,0.0,,
2954560,ministerial visit to Latin America,Foreign Affairs & Defence,0.0,,
2954579,west coast port export capacity,Trade & Industry,0.25,,
2954585,wage and price controls in certain sectors,Economic & Fiscal Policy,0.0,,
2954592,dispute resolution and strikes,Parliamentary Affairs,0.25,,
2954615,point of order on question period,Parliamentary Affairs,0.75,,
2954654,Heritage Day bill to committee,Parliamentary Affairs,0.5,,
2954669,establishment of Petro-Canada,Agriculture & Natural Resources,0.0,,
2954702,Petro-Canada and foreign investment review,Trade & Industry,0.25,,
2954731,school lunch programs and nutrition,Social Policy,0.25,,
2954803,adjournment motion under Standing Order 26,Parliamentary Affairs,0.75,,
2954925,Connaught Laboratories deficiencies,Social Policy,0.25,,
2954988,ministerial meetings on agriculture,Agriculture & Natural Resources,0.25,,
2955009,Petro-Canada and private enterprise vs government,Government Operations & Ethics,0.25,,
2955023,spending on Crown corporations,Government Operations & Ethics,0.25,,
2955038,Petro-Canada and oil exploration policy,Agriculture & Natural Resources,0.25,,
2955048,establishment of integrated energy corporation,Agriculture & Natural Resources,0.25,,
2955077,fisheries and oceans committee,Agriculture & Natural Resources,0.25,,
2955083,grain industry labour negotiations,Agriculture & Natural Resources,0.5,,
2955154,settlement of public service strike,Parliamentary Affairs,0.25,,
2955156,grain shipments and port labour disputes,Agriculture & Natural Resources,0.25,,
2955268,national interest and global obligations,Foreign Affairs & Defence,0.0,,
2955308,grain farmer strike and grain shipments,Agriculture & Natural Resources,0.25,,
2955330,income inequality and government employee salaries,Economic & Fiscal Policy,0.25,,
2955361,capitalism and labour relations,Economic & Fiscal Policy,0.25,,
2955394,parliamentary attendance,Parliamentary Affairs,0.75,,
2955400,Conservative party members' representation,Parliamentary Affairs,0.25,,
2955502,credit card fraud and inflation investigation,Economic & Fiscal Policy,0.25,,
2955539,mobile home owners land leases,Social Policy,0.0,,
2955542,housing grants for farmers settling in cities,Social Policy,0.25,,
2955596,table stock potato marketing studies,Agriculture & Natural Resources,0.0,,
2955629,financial aid for immigrant education,Social Policy,0.0,,
2955694,milk producers' compensated discount,Agriculture & Natural Resources,0.5,,
