basepk,topic,category,procedural_score,error_x,error_y
3350400,opposition's criticism of government economic policy,Economy & Public Finance,0.5,,
3350402,Conservative party's inconsistent policy positions,Government & Electoral Affairs,0.75,,
3350404,economic growth and unemployment insurance fund,Economy & Public Finance,0.25,,
3350406,immigration and refugee policy,"Justice, Rights & Immigration",0.25,,
3350412,industrial strategy and worker retraining programs,Social Policy,0.25,,
3350418,work-sharing program job protection,Social Policy,0.25,,
3350420,criticism of NDP finance critic's policy suggestion,Economy & Public Finance,0.75,,
3350422,Canadian economic program and budget,Economy & Public Finance,0.25,,
3350427,wage and price controls,Economy & Public Finance,0.25,,
3350439,economic development and research funding,Economy & Public Finance,0.0,,
3350445,economic restraint and investment strategy,Economy & Public Finance,0.0,,
3350447,economic strategy and taxation,Economy & Public Finance,0.25,,
3350449,investment incentives and business subsidies,Economy & Public Finance,0.25,,
3350467,refugee and skilled worker immigration policy,"Justice, Rights & Immigration",0.25,,
3350471,government job creation and work-sharing programs,Social Policy,0.1,,
3350491,job training for structural unemployment,Social Policy,0.1,,
3350493,manpower training and government deficit,Social Policy,0.25,,
3350495,Japanese industrial policy and management techniques,Trade & Foreign Affairs,0.1,,
3350498,Canadian economic policy and recovery,Economy & Public Finance,0.25,,
3350568,Falkland Islands crisis and Argentinian occupation,Trade & Foreign Affairs,0.0,,
3350572,oil supply contracts and foreign suppliers,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3350576,oil supply and contracts,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3350586,energy price increases and provincial agreements,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3350589,Canada mortgage renewal plan,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3350609,draft budget legislation vs Ways and Means motions,Parliamentary Procedure,0.5,,
3350625,white paper in place of budget,Parliamentary Procedure,0.25,,
3350647,Quebec gasoline tax reduction,Taxation,0.0,,
3350665,Economic Council of Canada oil price forecasts,Economy & Public Finance,0.0,,
3350693,misdelivered mail and question of privilege,Parliamentary Procedure,0.5,,
3350710,Correctional Service of Canada staffing and grievances,Government & Electoral Affairs,0.0,,
3350712,veterans' medical services and staffing,Defence & National Security,0.0,,
3350748,adjournment proceedings,Parliamentary Procedure,1.0,,
3350758,federal-provincial fiscal arrangements,Constitutional & Intergovernmental Relations,0.1,,
3350760,federal contributions to provincial hospitals and universities,Social Policy,0.0,,
3350764,federal-provincial health and education funding,Social Policy,0.25,,
3350766,federal transfers to provinces and national university system,Social Policy,0.25,,
3350772,federal transfers to provinces,Constitutional & Intergovernmental Relations,0.25,,
3350779,population recovery adjustment payments fairness,Constitutional & Intergovernmental Relations,0.0,,
3350793,federal transfers to provinces for post-secondary education,Social Policy,0.0,,
3350981,transportation fuel compensation recovery charge,Taxation,0.25,,
3350985,RCMP inquiry and cabinet confidences,Parliamentary Procedure,0.0,,
3350989,UFFI program and employee conduct code,Social Policy,0.25,,
3351014,Interest Act and variable rate mortgages,Economy & Public Finance,0.5,,
3351056,amendments to the Human Rights Act,"Justice, Rights & Immigration",0.75,,
3351066,US deficit and interest rates,Economy & Public Finance,0.0,,
3351071,unemployment rate and inflation comparison,Economy & Public Finance,0.0,,
3351082,National Housing Act mortgage insurance,Social Policy,0.0,,
3351085,Interest Act review for CMHC operations,Economy & Public Finance,0.25,,
3351088,variable rate mortgages,Economy & Public Finance,0.0,,
3351093,Farm Credit Corporation lending programs,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351104,mortgage insurance for first-time home purchasers,Social Policy,0.0,,
3351107,housing prices and inflation,Economy & Public Finance,0.0,,
3351116,defence infrastructure and Chatham economic activities,Defence & National Security,0.25,,
3351120,416 Fighter Squadron leaving Chatham,Defence & National Security,0.25,,
3351147,interest rate policy and inflation,Economy & Public Finance,0.0,,
3351151,interest rates and inflation,Economy & Public Finance,0.0,,
3351158,oil field production and exports,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351223,mandatory metric system imposition,Government & Electoral Affairs,0.25,,
3351280,Speaker's ruling on points of order,Parliamentary Procedure,1.0,,
3351282,security of House of Commons earphones,Parliamentary Procedure,0.75,,
3351312,House adjournment and recall,Parliamentary Procedure,0.75,,
3351332,committee membership appointment,Parliamentary Procedure,0.75,,
3351367,amendments to Petro-Canada Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351371,Petro-Canada Act amendments,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351373,Petro-Canada's role in energy development,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351375,Petro-Canada Act amendments and international assistance,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3351404,adjournment motion questions,Parliamentary Procedure,0.75,,
3351456,Petro-Canada Act amendments and international assistance,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351458,Petro-Canada capitalisation for frontier oil exploration,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351460,Petro-Canada capitalisation for frontier exploration,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351494,Crown corporations for energy sector,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351500,parliamentary review of orders in council,Parliamentary Procedure,0.25,,
3351504,"amendment to Department of Energy, Mines and Resources Act","Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351510,discrepancy in bill wording,Parliamentary Procedure,0.75,,
3351515,negative motion numbers,Parliamentary Procedure,0.75,,
3351565,Crown corporations in the energy field,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351569,legislative process for new corporations,Government & Electoral Affairs,0.75,,
3351573,parliamentary accountability for Crown corporations and energy policy,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351575,energy policy and conservation recommendations,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351579,energy security and alternative energy,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351581,energy policy and megaprojects,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351589,energy policy and renewable alternatives,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351608,Canada-Japan trade negotiations,Trade & Foreign Affairs,0.0,,
3351614,automobile industry trade with Japan,Trade & Foreign Affairs,0.25,,
3351620,Uranium Canada Crown immunity court case,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
3351624,Manitoba attorney general Roland Penner's background,"Justice, Rights & Immigration",0.25,,
3351685,Bank of Canada Governor's advice on recession,Economy & Public Finance,0.0,,
3351698,taxpayer refunds and budget confusion,Taxation,0.25,,
3351731,footwear industry modernization program,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3351752,UFFI home owner assistance,Social Policy,0.0,,
3351755,unemployment insurance for fishworkers,Social Policy,0.25,,
3351762,offshore resource ownership negotiations with Newfoundland,Constitutional & Intergovernmental Relations,0.0,,
3351804,provincial gasoline taxes,Taxation,0.0,,
3351823,Northlands Agreement negotiations,Constitutional & Intergovernmental Relations,0.0,,
3351826,Northlands Agreements and special ARDA,Constitutional & Intergovernmental Relations,0.0,,
3351837,order of business for opposition day,Parliamentary Procedure,0.75,,
3351852,extension of question period,Parliamentary Procedure,0.75,,
3351872,unanimous consent for petitions,Parliamentary Procedure,0.75,,
3351873,petition presentation rules,Parliamentary Procedure,0.75,,
3351919,postal service statistics by province,Government & Electoral Affairs,0.0,,
3351927,federal-provincial forest research agreements,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351935,Air Canada and British Airways terminal transfer,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3351965,Ways and Means motion and Bill C-94,Parliamentary Procedure,0.5,,
3351966,parliamentary procedure and time allocation,Parliamentary Procedure,0.75,,
3351998,parliamentary control over Crown corporations,Parliamentary Procedure,0.25,,
3352015,Royal Assent to bills,Parliamentary Procedure,0.75,,
3352020,Royal Assent to bills,Parliamentary Procedure,0.75,,
3352033,metric system petitions,Government & Electoral Affairs,0.75,,
3352096,Industrial Labour Adjustment Program benefits,Social Policy,0.0,,
3352197,government action on unemployment,Economy & Public Finance,0.25,,
3352209,Firestone Canada rubber industry rationalization plan,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352213,international economic recovery and Canadian jobs,Economy & Public Finance,0.0,,
3352216,Norman Wells project approval,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3352228,Crow rate and grain transportation savings,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352231,Crow rate poll and public opinion,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3352234,government consultations on economic situation,Economy & Public Finance,0.0,,
3352257,committee minutes and reporting to the House,Parliamentary Procedure,0.75,,
3352268,Soviet news media representatives in Canada,Trade & Foreign Affairs,0.0,,
3352270,correctional service educational program proctoring,"Justice, Rights & Immigration",0.0,,
3352272,floating drydock contract for Nova Scotia,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352274,payments to Vickers and Benson by Department of Supply and Services,Government & Electoral Affairs,0.0,,
3352290,unemployment and government responsibility,Social Policy,0.25,,
3352292,unemployment and government economic policy,Economy & Public Finance,0.25,,
3352294,inflation and interest rates impact on product costs,Economy & Public Finance,0.0,,
3352296,interest rates and inflation,Economy & Public Finance,0.25,,
3352313,government economic policy and international context,Economy & Public Finance,0.25,,
3352315,long-term economic development strategy,Economy & Public Finance,0.25,,
3352389,government response to economic problems,Economy & Public Finance,0.25,,
3352395,impact of consumer choices on domestic employment,Economy & Public Finance,0.0,,
3352397,consumer buying patterns and unemployment,Economy & Public Finance,0.25,,
3352548,northern residents' tax benefits,Taxation,0.0,,
3352550,northern canada taxation and energy initiatives,Taxation,0.0,,
3352575,confirmation hearings for public appointments,Parliamentary Procedure,0.5,,
3352595,National Energy Program achievements,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352597,National Energy Program,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352603,Alberta oil royalty review,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352615,Loto Canada directors and balance sheet,Government & Electoral Affairs,0.0,,
3352618,guaranteed income supplement eligibility,Social Policy,0.0,,
3352647,adjournment proceedings,Parliamentary Procedure,1.0,,
3352675,interpretation of House order on energy legislation,Parliamentary Procedure,0.75,,
3352710,question of privilege and parliamentary procedure,Parliamentary Procedure,0.75,,
3352716,call for a quorum,Parliamentary Procedure,1.0,,
3352720,quorum count and member recognition,Parliamentary Procedure,1.0,,
3352729,point of order on quorum,Parliamentary Procedure,1.0,,
3352743,quorum calls and member attendance,Parliamentary Procedure,0.75,,
3352796,Canada-Nova Scotia offshore energy agreement,Constitutional & Intergovernmental Relations,0.0,,
3352799,Miskito Indian human rights in Nicaragua,"Justice, Rights & Immigration",0.1,,
3352805,free movement of citizens and provincial discrimination,"Justice, Rights & Immigration",0.25,,
3352806,Quebec gasoline retailers strike and provincial tax,Taxation,0.25,,
3352882,skilled worker immigration levels,"Justice, Rights & Immigration",0.0,,
3352888,unemployment and job creation programs,Economy & Public Finance,0.25,,
3352896,Pratt & Whitney work-sharing agreement,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3352898,facilitating collective bargaining disputes,Social Policy,0.25,,
3352909,unemployment rates compared to other countries,Economy & Public Finance,0.25,,
3352923,joint commission of inquiry into offshore drilling,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352930,offshore rig safety and royal commission,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3352963,unemployment insurance processing backlog,Social Policy,0.0,,
3352991,UFFI home owner grants,Social Policy,0.0,,
3353022,Emergency Planning Canada seminar costs,Government & Electoral Affairs,0.0,,
3353026,employment authorizations for foreign athletes,"Justice, Rights & Immigration",0.0,,
3353036,petroleum incentives program accounting treatment,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353042,independent accounting profession,Government & Electoral Affairs,0.25,,
3353083,adjournment proceedings,Parliamentary Procedure,1.0,,
3353109,Petroleum Incentives Program Act,"Sectoral Policy: Resources, Agriculture & Transport",0.5,,
3353113,Canadian ownership of oil and gas industry,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353130,motor vehicle fuel consumption standards,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353148,Canada Business Corporations Act amendments,Government & Electoral Affairs,0.0,,
3353150,Canada Business Corporations Act amendments,Government & Electoral Affairs,0.0,,
3353159,US investment in Canadian oil and gas,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353185,federal transfer payments to Quebec,Constitutional & Intergovernmental Relations,0.0,,
3353188,government annuities yield and redemption,Economy & Public Finance,0.1,,
3353191,Alaska Highway Natural Gas Pipeline financing and schedule,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353252,fight against inflation,Economy & Public Finance,0.0,,
3353269,inflation and interest rates,Economy & Public Finance,0.0,,
3353312,freedom of information bill amendments,"Justice, Rights & Immigration",0.25,,
3353316,access to information and Crown privilege,"Justice, Rights & Immigration",0.25,,
3353322,Hamilton airport construction and Nordair service,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353338,fertilizer market and production,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3353344,Great Lakes Seaway capacity estimates,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353360,farm credit interest rates and provincial support,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353449,superannuation account interest rates,Economy & Public Finance,0.0,,
3353451,Canada Post bilingual services in Newfoundland,Government & Electoral Affairs,0.0,,
3353453,federal contributions to provincial health insurance premiums,Social Policy,0.0,,
3353455,NCC colour standardization and branding,Government & Electoral Affairs,0.0,,
3353519,unparliamentary language,Parliamentary Procedure,0.75,,
3353619,interest rates and inflation,Economy & Public Finance,0.25,,
3353626,automobile manufacturing and economic uncertainty,Economy & Public Finance,0.25,,
3353628,Ocean Ranger tragedy inquiry delay,"Justice, Rights & Immigration",0.25,,
3353632,Ocean Ranger tragedy and offshore drilling practices,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353635,search and rescue capabilities in Newfoundland,Defence & National Security,0.0,,
3353638,search and rescue aircraft for Newfoundland,Defence & National Security,0.0,,
3353657,job creation in mining industry,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353664,Petro-Canada support for Canadian industry,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353668,Crown corporations procurement policy,Government & Electoral Affairs,0.0,,
3353716,unanimous consent for committee references,Parliamentary Procedure,0.75,,
3353727,referral of matter to justice committee,Parliamentary Procedure,0.5,,
3353760,Canadian National Railways early retirement policy,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3353799,adjournment proceedings and private members' business,Parliamentary Procedure,1.0,,
3353815,women in the workplace and day care,Social Policy,0.1,,
3353843,amendments to the Petroleum Administration Act,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353846,gasoline and heating oil tax,Taxation,0.25,,
3353865,Alsands project and Petrofina purchase,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353900,Dorval-Mirabel airport development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3353904,government assistance for small businesses,Economy & Public Finance,0.25,,
3353907,foreign investment in Brantford,Trade & Foreign Affairs,0.25,,
3353957,Canada's reliance on international trade,Trade & Foreign Affairs,0.0,,
3353966,productivity growth and living beyond means,Economy & Public Finance,0.0,,
3353968,"unemployment, inflation, and interest rates",Economy & Public Finance,0.25,,
3353977,competence of Liberal finance ministers,Economy & Public Finance,0.5,,
3353987,Candu reactor safeguards in Argentina,Trade & Foreign Affairs,0.25,,
3354005,government support for arts and culture,Social Policy,0.25,,
3354008,funding for national gallery and museum of man,Social Policy,0.25,,
3354014,Applebaum-Hebert cultural policy process,Social Policy,0.0,,
3354016,unemployment and job creation proposals,Social Policy,0.25,,
3354049,Canada-France dispute over islands,Trade & Foreign Affairs,0.25,,
3354058,Nechako River dam and Alcan's Kemano II project,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3354085,disclosure of espionage and security files,"Justice, Rights & Immigration",0.0,,
3354097,fisheries research and hydrographic survey ships,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3354143,National Energy Program and Canadian resource control,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3354145,National Energy Program and Canadian resource control,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3354166,Canadian foreign policy and arms control,Trade & Foreign Affairs,0.0,,
3354168,disarmament and crisis management,Trade & Foreign Affairs,0.25,,
3354170,global military spending and nuclear proliferation,Defence & National Security,0.1,,
3354172,world disarmament and military spending,Defence & National Security,0.0,,
3354174,military spending and social needs,Defence & National Security,0.25,,
3354229,Tory party leadership convention,Government & Electoral Affairs,0.75,,
3354256,inflation rate and international economic factors,Economy & Public Finance,0.0,,
3354291,French economic policy and Canadian implications,Economy & Public Finance,0.25,,
3354304,competition policy and court decisions,"Justice, Rights & Immigration",0.25,,
3354314,impact of currency devaluation on interest rates,Economy & Public Finance,0.0,,
3354319,UNSSOD II arms control and disarmament,Trade & Foreign Affairs,0.0,,
3354323,Cruise missile testing framework agreement,Trade & Foreign Affairs,0.0,,
3354342,Crown corporation counsel and legal proceedings,Government & Electoral Affairs,0.1,,
3354345,uranium cartel prosecutions,"Justice, Rights & Immigration",0.0,,
3354350,release of the Bertrand report,"Justice, Rights & Immigration",0.25,,
3354351,competition act charges,"Justice, Rights & Immigration",0.0,,
3354353,secrecy of Bertrand report on uranium cartel,"Justice, Rights & Immigration",0.25,,
3354362,old age pensions for single women,Social Policy,0.25,,
3354366,spouse's allowance and pension reform,Social Policy,0.0,,
3354378,cost of securing passage of Canada Act 1982,Constitutional & Intergovernmental Relations,0.0,,
3354380,immigration enforcement and inter-agency liaison,"Justice, Rights & Immigration",0.0,,
3354428,adjournment proceedings,Parliamentary Procedure,1.0,,
3354451,Energy Administration Act oil export charge sharing,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
3354461,Canadian energy policy and legislation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3354463,petroleum compensation charge and oil pricing,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3354465,offshore oil and gas development and compensation charge,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3354469,oil import compensation program and Canadian ownership,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3354489,natural gas pricing for maritimes,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3354492,Minister of Finance committee appearances and consultations,Parliamentary Procedure,0.25,,
3354548,inflation and Canadian competitiveness,Economy & Public Finance,0.0,,
3354560,government economic policy and opposition criticism,Economy & Public Finance,0.25,,
3354580,auto industry policy and production,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3354619,Canada-France fishing and boundary dispute,Trade & Foreign Affairs,0.0,,
3354648,US economic policy and challenges,Economy & Public Finance,0.25,,
3354675,Uranium Canada Limited Crown immunity,"Justice, Rights & Immigration",0.5,,
3354682,unparliamentary language and Bill C-103,Parliamentary Procedure,0.5,,
3354685,parliamentary language and member conduct,Parliamentary Procedure,0.75,,
3354687,question of privilege and point of order,Parliamentary Procedure,1.0,,
3354693,breach of parliamentary privilege,Parliamentary Procedure,0.75,,
3354694,unparliamentary language and privilege,Parliamentary Procedure,0.75,,
3354701,reconsideration of Speaker's ruling,Parliamentary Procedure,0.75,,
3354720,referring solicitation to justice committee,Parliamentary Procedure,0.25,,
3354731,unanimous consent for prostitution debate,Parliamentary Procedure,0.75,,
3354736,unanimous consent for motion,Parliamentary Procedure,1.0,,
3354751,Security Service file retention policy,"Justice, Rights & Immigration",0.0,,
3354760,notification of adjournment proceedings,Parliamentary Procedure,1.0,,
3354765,National Energy Board Act amendment,"Sectoral Policy: Resources, Agriculture & Transport",0.75,,
3354771,parliamentary procedure on six-month hoist motion,Parliamentary Procedure,0.75,,
3354775,Lower Churchill hydroelectric development funding,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3354784,deferring vote on National Energy Board Act,Parliamentary Procedure,0.75,,
3354827,order of business on bill C-93,Parliamentary Procedure,0.75,,
3354835,grievance procedure and points of order,Parliamentary Procedure,0.75,,
3354836,clarification on speaking order,Parliamentary Procedure,0.75,,
3354838,grievance procedure and Speaker's intervention,Parliamentary Procedure,0.75,,
3354839,confusion over government order debate,Parliamentary Procedure,0.75,,
3354883,economic policy and industrial support,Economy & Public Finance,0.25,,
3354890,Quebec gasoline taxes and prices,Taxation,0.0,,
3354893,income tax refund processing,Taxation,0.25,,
3354896,emergency planning order and civil liberties,"Justice, Rights & Immigration",0.25,,
3354910,Metropolitan Toronto Convention Centre funding,Economy & Public Finance,0.5,,
3354962,inflation statistics,Economy & Public Finance,0.25,,
3354987,government's anti-inflationary economic policy,Economy & Public Finance,0.0,,
3355000,Falkland Islands sovereignty and Canadian response,Trade & Foreign Affairs,0.0,,
3355004,Argentina nuclear material contract,Trade & Foreign Affairs,0.25,,
3355047,supervision of Canadian banking system,Economy & Public Finance,0.25,,
3355050,Canadian bank reserves and foreign currency assets,Economy & Public Finance,0.0,,
3355079,Canada-Argentina nuclear contracts,Trade & Foreign Affairs,0.25,,
3355104,order and decorum in debate,Parliamentary Procedure,1.0,,
3355113,unanimous consent for motion,Parliamentary Procedure,0.75,,
3355114,unanimous consent to allow debate,Parliamentary Procedure,0.75,,
3355116,unanimous consent for motions,Parliamentary Procedure,0.75,,
3355134,travel expenses of Mr. Pitfield,Government & Electoral Affairs,0.0,,
3355138,Secretary to the Cabinet for Federal-Provincial Relations remuneration,Government & Electoral Affairs,0.0,,
3355140,Mr. Pitfield's salary and expenses,Government & Electoral Affairs,0.0,,
3355159,government borrowing and economic mismanagement,Economy & Public Finance,0.25,,
3355163,government borrowing and economic conditions,Economy & Public Finance,0.25,,
3355165,impact of high interest rates on industry,Economy & Public Finance,0.25,,
3355173,high interest rate policy,Economy & Public Finance,0.25,,
3355177,unemployment and economic policy,Economy & Public Finance,0.25,,
3355262,pension reform and senior citizens,Social Policy,0.25,,
3355272,tar sands projects and oil prices,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355275,tar sands projects and energy development,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355281,Alaska gas pipeline project,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355290,Alaska gas pipeline commitment,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355291,Alaska gas pipeline private sector difficulties,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355302,Dempster lateral pipeline and northern resources access,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355305,US-Canada pipeline financing,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355316,selection process for embassy building,Trade & Foreign Affairs,0.25,,
3355356,Mirabel land corporation rent and land return,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355389,forestry job creation program in Manitoba,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355392,work-sharing agreements and economic downturn,Economy & Public Finance,0.0,,
3355395,Cape Breton coal for electricity generation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355398,CN rail purchases from SYSCO,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355438,unanimous consent for motions,Parliamentary Procedure,0.75,,
3355439,unanimous consent for committee instruction on prostitution,Parliamentary Procedure,0.75,,
3355490,Canada's role in nuclear disarmament,Trade & Foreign Affairs,0.1,,
3355498,Canadian arms control and disarmament policy,Trade & Foreign Affairs,0.0,,
3355500,cruise missile testing and NATO,Trade & Foreign Affairs,0.1,,
3355509,Cruise missile testing and disarmament strategy,Trade & Foreign Affairs,0.0,,
3355511,Soviet Union's aggressive activities and detente,Trade & Foreign Affairs,0.25,,
3355549,nuclear arms control and disarmament,Trade & Foreign Affairs,0.0,,
3355551,cruise missile testing and nuclear arms control,Trade & Foreign Affairs,0.0,,
3355555,arms reduction and nuclear weapons policy,Trade & Foreign Affairs,0.25,,
3355584,Canada's defence policy and NATO,Defence & National Security,0.25,,
3355697,motion for new budget proposal,Parliamentary Procedure,0.75,,
3355712,CMHC construction trade employment program,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355721,Canada Rental Supply Plan and CHIP program,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355733,Alberta oil sands project risks,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355736,oil pricing and government equity participation,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355739,profits from resource project investment,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3355745,deducting fishermen's taxes at source,Taxation,0.0,,
3355780,farm income assurance programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355783,affirmative action progress for women in public service,Government & Electoral Affairs,0.0,,
3355792,access to information bill wording,Parliamentary Procedure,0.25,,
3355818,aboriginal rights in the Constitution,Constitutional & Intergovernmental Relations,0.0,,
3355823,affirmative action and equal opportunities programs,Government & Electoral Affairs,0.0,,
3355827,affirmative action program for women in public service,Government & Electoral Affairs,0.25,,
3355861,photographers in the House,Parliamentary Procedure,0.75,,
3355862,photographs during parliamentary proceedings,Parliamentary Procedure,0.5,,
3355871,Canadair Challenger aircraft royalty agreement,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3355905,point of order on bill S-19,Parliamentary Procedure,0.75,,
3355906,relevancy of debate,Parliamentary Procedure,0.75,,
3355944,amendments to Canada Elections Act,Government & Electoral Affairs,0.25,,
3355949,Canada Elections Act relevancy ruling,Parliamentary Procedure,0.75,,
3355950,election period length,Government & Electoral Affairs,0.25,,
3355956,reforming the parliamentary process and election act,Government & Electoral Affairs,0.5,,
3356009,CBC miniseries production and personnel utilization,Government & Electoral Affairs,0.5,,
3356071,oil and gas sector agreements and stimulus,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356075,Imperial Oil and Cold Lake energy development,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356084,oil shale projects in North America,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356087,oil prices and inflation uncertainty,Economy & Public Finance,0.0,,
3356117,offshore Nova Scotia development agreement,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356134,Hibernia oil field development,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356139,labour adjustment programs,Social Policy,0.25,,
3356143,Prince Rupert port developments,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356147,Canada's oil self-sufficiency by 1990,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356154,pipeline project funding and commitment,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
3356157,Alsands project financing,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356160,oil industry concessions and taxpayer interests,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356163,National Energy Program oil supply and consumption,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356173,farm income assurance programs,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
3356200,order of business and debate,Parliamentary Procedure,0.75,,
3356208,emergency debate on Alaska highway pipeline,"Sectoral Policy: Resources, Agriculture & Transport",0.75,,
3356220,government advertising to inform the public,Government & Electoral Affairs,0.0,,
3356224,government advertising policy,Government & Electoral Affairs,0.25,,
3356226,Employment Canada advertising campaign,Government & Electoral Affairs,0.25,,
3356235,government advertising of public programs,Government & Electoral Affairs,0.25,,
3356237,government information dissemination and advertising,Government & Electoral Affairs,0.25,,
3356239,government advertising campaigns and their justification,Government & Electoral Affairs,0.1,,
3356243,government communications policy principles,Government & Electoral Affairs,0.0,,
3356247,government communications and citizen effort,Government & Electoral Affairs,0.25,,
3356253,government advertising of social programs,Government & Electoral Affairs,0.25,,
3356255,advertising government programs and the Constitution,Government & Electoral Affairs,0.1,,
3356266,adjournment proceedings,Parliamentary Procedure,1.0,,
3356270,order of recognition of members,Parliamentary Procedure,1.0,,
