basepk,category,error
1108406,Trade,
1108421,Trade,
1108483,Budget,
1108472,Budget,
1108578,Budget,
1108084,Other,
1108536,Trade,
1108540,Trade,
1108157,Trade,
1108439,Trade,
1108595,International relations,
1108404,Trade,
1108603,Wartime,
1108618,Other,
1108346,International relations,
1108637,Other,
1108608,International relations,
1108133,Other,
1108613,Budget,
1108632,Other,
1108656,Other,
1108357,International relations,
1108626,Other,
1108607,Other,
1108713,Other,
1108348,International relations,
1108366,Other,
1108634,Other,
1108614,International relations,
1108611,International relations,
1108641,Other,
1108616,Budget,
1108682,Other,
1108697,Other,
1108717,Other,
1108693,Other,
1108734,International relations,
1108344,International relations,
1107635,Other,
1108759,Budget,
1108769,Wartime,
1108699,Other,
1108756,Other,
1108358,International relations,
1108831,Trade,
1108814,Trade,
1108798,Trade,
1108744,Budget,
1108753,Infrastructure,
1108835,Trade,
1108796,Trade,
1108816,Trade,
1108924,Trade,
1108969,Other,
1108876,Trade,
1108928,Trade,
1108948,Trade,
1108727,Infrastructure,
1108826,Trade,
1108866,Trade,
1102555,Infrastructure,
1108938,Trade,
1108930,Trade,
1108844,Budget,
1102548,Health care,
1108954,Trade,
1102570,Budget,
1108828,Trade,
1108944,Trade,
1102577,Income and Tax,
1108908,Trade,
1108804,Other,
1108951,Trade,
1108862,Trade,
1102549,Other,
1108764,Wartime,
1102594,Income and Tax,
1102598,Income and Tax,
1102610,Income and Tax,
1102624,Income and Tax,
1102576,Other,
1102558,Infrastructure,
1102583,Income and Tax,
1108906,Trade,
1102620,Income and Tax,
1108956,Trade,
1102689,Infrastructure,
1102613,Income and Tax,
1102623,Income and Tax,
1102633,Income and Tax,
1102660,Other,
1102638,Other,
1102656,Other,
1102569,Infrastructure,
1102664,Other,
1108071,Other,
1102628,Income and Tax,
1102695,Infrastructure,
1102698,Infrastructure,
1102635,Income and Tax,
1102631,Income and Tax,
1102666,Other,
1102690,Infrastructure,
1102671,Other,
1102697,Infrastructure,
1102694,Infrastructure,
1102701,Infrastructure,
1102726,Trade,
1102676,Infrastructure,
1102814,Other,
1102801,Infrastructure,
1102810,Other,
1102640,Other,
1102704,Infrastructure,
1102741,Other,
1102705,Infrastructure,
1102711,Infrastructure,
1102750,Other,
1102807,Other,
1102756,Trade,
1102668,Other,
1102809,Other,
1102837,Infrastructure,
1102706,Infrastructure,
1102832,Infrastructure,
1102708,Infrastructure,
1102839,Infrastructure,
1102873,Other,
1102902,Other,
1102888,Other,
1102870,Infrastructure,
1102881,Other,
1102833,Infrastructure,
1103041,Infrastructure,
1102952,Other,
1102906,Other,
1102948,Infrastructure,
1102840,Infrastructure,
1103005,Infrastructure,
1102826,Infrastructure,
1102992,Infrastructure,
1103009,Other,
1102889,Other,
1103002,Infrastructure,
1108719,Other,
1102669,Other,
1102936,Other,
1102998,Infrastructure,
1102989,Infrastructure,
1103004,Infrastructure,
1102997,Infrastructure,
1103013,Infrastructure,
1102907,Other,
1108070,Other,
1102996,Other,
1102905,Other,
1103050,Infrastructure,
1103058,Infrastructure,
1103088,Infrastructure,
1102904,Other,
1103051,Infrastructure,
1102696,Infrastructure,
1103057,Infrastructure,
1103049,Infrastructure,
1103092,Infrastructure,
1103079,Infrastructure,
1103100,Infrastructure,
1103116,Infrastructure,
1103053,Infrastructure,
1102830,Infrastructure,
1103086,Infrastructure,
1103115,Infrastructure,
1103103,Infrastructure,
1103107,Infrastructure,
1103124,Infrastructure,
1103137,Infrastructure,
1103163,Infrastructure,
1103126,Infrastructure,
1103201,Infrastructure,
1103164,Infrastructure,
1103133,Infrastructure,
1103171,Infrastructure,
1103066,Infrastructure,
1103209,Infrastructure,
1103142,Infrastructure,
1103175,Infrastructure,
1103155,Infrastructure,
1103149,Infrastructure,
1103153,Infrastructure,
1103161,Infrastructure,
1103216,Infrastructure,
1103210,Infrastructure,
1103225,Infrastructure,
1108160,Other,
1103212,Infrastructure,
1103147,Infrastructure,
1103213,Infrastructure,
1103138,Infrastructure,
1103184,Infrastructure,
1103239,Infrastructure,
1103191,Infrastructure,
1103280,Infrastructure,
1103109,Infrastructure,
1103238,Infrastructure,
1103214,Infrastructure,
1103264,Infrastructure,
1103241,Infrastructure,
1103380,Trade,
1103211,Infrastructure,
1098756,Other,
1103169,Infrastructure,
1103286,Infrastructure,
1103277,Infrastructure,
1103290,Infrastructure,
1103270,Infrastructure,
1103227,Infrastructure,
1103327,Other,
1103258,Infrastructure,
1103180,Infrastructure,
1103411,Trade,
1103409,Other,
1103377,Other,
1103288,Infrastructure,
1103302,Other,
1103399,Other,
1103520,Other,
1103332,Other,
1103043,Infrastructure,
1103469,Trade,
1103400,Other,
1103420,Other,
1103563,Budget,
1103568,Budget,
1103383,Trade,
1103587,Budget,
1103445,Trade,
1103442,Other,
1103378,Other,
1103540,Other,
1103518,Health care,
1103596,Budget,
1103577,Budget,
1103581,Budget,
1103516,Health care,
1103591,Budget,
1103589,Budget,
1103599,Budget,
1103572,Budget,
1103449,Trade,
1103600,Budget,
1103586,Budget,
1103552,Other,
1103661,Budget,
1103730,Trade,
1103605,Other,
1103716,Budget,
1103629,Budget,
1103686,Budget,
1103655,Budget,
1103749,Trade,
1103738,Trade,
1103633,Budget,
1103598,Budget,
1103712,Budget,
1103742,Trade,
1103700,Budget,
1103778,Trade,
1103852,Trade,
1103812,Trade,
1103943,Trade,
1103762,Trade,
1103832,Trade,
1107645,Other,
1103692,Budget,
1103769,Budget,
1103429,Trade,
1103962,Trade,
1103704,Budget,
1103668,Budget,
1103654,Other,
1103933,Trade,
1103765,Trade,
1103618,Budget,
1103894,Other,
1103771,Budget,
1103341,Budget,
1103858,Trade,
1103822,Trade,
1103900,Budget,
1104028,Trade,
1103985,Trade,
1103892,Other,
1103610,Other,
1104034,Infrastructure,
1103964,Trade,
1104088,Infrastructure,
1103995,Trade,
1103997,Infrastructure,
1103885,Budget,
1103989,Infrastructure,
1104032,Trade,
1104029,Trade,
1103895,Education,
1104089,Trade,
1104144,Infrastructure,
1104047,Trade,
1104052,Trade,
1104081,Infrastructure,
1104139,Infrastructure,
1103680,Budget,
1104210,Other,
1104060,Trade,
1104146,Infrastructure,
1104192,Other,
1103743,Trade,
1104148,Infrastructure,
1103593,Budget,
1104159,Infrastructure,
1104163,Other,
1104125,Infrastructure,
1104216,Other,
1104184,Immigration,
1104112,Infrastructure,
1104177,Other,
1104175,Other,
1104208,Other,
1104236,Other,
1104263,Other,
1104235,Budget,
1104243,Other,
1104220,Other,
1104209,Other,
1104311,Infrastructure,
1104336,Infrastructure,
1104325,Infrastructure,
1104376,Infrastructure,
1104270,Other,
1104315,Infrastructure,
1104251,Other,
1104249,Other,
1104360,Other,
1104328,Infrastructure,
1104354,Other,
1104353,Other,
1104441,Budget,
1104272,Other,
1104286,Other,
1104475,Budget,
1104262,Other,
1104378,Infrastructure,
1104424,Budget,
1104433,Budget,
1104345,Other,
1104178,Other,
1104351,Other,
1104356,Other,
1104282,Other,
1104449,Budget,
1104407,Infrastructure,
1104364,Other,
1104358,Other,
1104306,Other,
1104481,Budget,
1104372,Infrastructure,
1104479,Budget,
1104341,Other,
1104440,Other,
1104459,Other,
1104466,Budget,
1104435,Other,
1104467,Budget,
1104147,Infrastructure,
1104380,Infrastructure,
1103767,Budget,
1104205,Other,
1103745,Trade,
1104451,Budget,
1104490,Other,
1104226,Other,
1104477,Budget,
1104493,Budget,
1104165,Other,
1109020,Other,
1104524,Budget,
1109067,Other,
1109015,International relations,
1109092,Budget,
1109025,International relations,
1109055,Other,
1109008,International relations,
1109010,International relations,
1103694,Other,
1109097,International relations,
1109013,International relations,
1109007,Other,
1109046,International relations,
1108992,International relations,
1109030,International relations,
1109076,Trade,
1109170,International relations,
1109101,International relations,
1109034,International relations,
1109048,International relations,
1109289,International relations,
1109135,Other,
1109186,Other,
1109099,International relations,
1109193,Other,
1109133,Other,
1109287,Other,
1109177,Other,
1109275,International relations,
1109226,International relations,
1109302,Wartime,
1109292,International relations,
1109195,Other,
1109031,Other,
1109244,Other,
1109090,Other,
1109232,International relations,
1109333,Wartime,
1109211,International relations,
1109318,Wartime,
1109246,International relations,
1109094,Income and Tax,
1109217,International relations,
1109258,Other,
1109317,Health care,
1109225,Other,
1109310,Wartime,
1109349,Budget,
1109127,International relations,
1109365,Health care,
1109213,International relations,
1109321,Wartime,
1109103,Other,
1109319,Wartime,
1109242,International relations,
1109364,Health care,
1109444,International relations,
1109330,Wartime,
1109373,Health care,
1109329,Wartime,
1109264,Other,
1109316,Wartime,
1109362,Health care,
1109376,Health care,
1109375,Health care,
1109428,Wartime,
1109481,Other,
1109293,Other,
1109356,Health care,
1109234,International relations,
1109342,Health care,
1109477,Other,
1109327,Health care,
1109207,Other,
1104413,Other,
1109377,Health care,
1109447,Infrastructure,
1109331,Wartime,
1109334,Health care,
1109510,Budget,
1103561,Other,
1109278,Other,
1109385,Budget,
1109384,Health care,
1109490,Other,
1109461,Wartime,
1109573,Trade,
1109480,Health care,
1109599,Other,
1109488,Other,
1109465,International relations,
1109489,Health care,
1109504,Budget,
1109266,International relations,
1109621,Budget,
1109482,Other,
1109484,Other,
1109539,Other,
1109514,Budget,
1109533,Other,
1109575,Wartime,
1109613,Infrastructure,
1109585,Infrastructure,
1109537,Other,
1109523,Budget,
1109659,Other,
1109611,Other,
1109650,Infrastructure,
1109626,Trade,
1109729,Trade,
1109603,Other,
1109743,Budget,
1109774,Other,
1109772,Other,
1109687,Budget,
1109708,Other,
1109681,Budget,
1109731,Budget,
1109714,Budget,
1109670,Budget,
1109786,Other,
1109661,Budget,
1109644,Budget,
1109817,International relations,
1109656,Budget,
1109694,Other,
1109688,Other,
1109807,Other,
1109640,Budget,
1109733,Budget,
1109710,Other,
1109787,Other,
1109835,Other,
1109828,Other,
1109864,Infrastructure,
1109891,Other,
1109834,Other,
1109777,Other,
1109821,International relations,
1109664,Other,
1109793,Other,
1109796,Other,
1109773,Other,
1104180,Other,
1109799,Other,
1109690,Other,
1109894,Other,
1109892,Other,
1109935,Other,
1109925,Other,
1109967,Other,
1109942,Other,
1109775,Other,
1109874,Infrastructure,
1109932,Other,
1109869,Infrastructure,
1109905,Other,
1109896,Other,
1109968,Other,
1109873,Infrastructure,
1109781,Other,
1109953,Other,
1109868,Infrastructure,
1109954,Other,
1110046,Other,
1109745,Budget,
1110045,Health care,
1109976,Other,
1109995,Other,
1109870,Infrastructure,
1110106,Other,
1110040,Other,
1109979,Other,
1110091,Infrastructure,
1109969,Other,
1110069,Other,
1109975,Other,
1110036,Other,
1110088,Infrastructure,
1110047,Other,
1110005,Other,
1109634,Budget,
1110103,Infrastructure,
1109999,Other,
1110002,Other,
1110175,Infrastructure,
1110070,Other,
1110094,Infrastructure,
1110269,Other,
1110228,Wartime,
1110137,Infrastructure,
1110260,International relations,
1110224,International relations,
1110140,Other,
1110266,International relations,
1110132,Trade,
1110246,International relations,
1110183,Other,
1110192,Other,
1110185,Other,
1110226,Wartime,
1110196,Other,
1110187,Other,
1110242,International relations,
1110261,International relations,
1110216,Wartime,
1110234,Wartime,
1110034,Health care,
1110198,Other,
1110238,Wartime,
1110193,Other,
1110318,Other,
1110230,Wartime,
1110330,Other,
1110218,International relations,
1110194,Other,
1110283,Other,
1110108,Other,
1110258,International relations,
1109955,Trade,
1110299,Infrastructure,
1110294,Other,
1110372,Other,
1110373,Other,
1110191,Other,
1110313,Other,
1110111,Other,
1110368,Other,
1110320,Other,
1110309,Other,
1110355,Other,
1110379,Budget,
1110356,Other,
1110360,Other,
1110392,Infrastructure,
1110383,Other,
1110250,International relations,
1110391,Infrastructure,
1110381,Budget,
1110416,Infrastructure,
1110385,Other,
1110353,Other,
1110393,Infrastructure,
1110484,Infrastructure,
1110478,Infrastructure,
1110384,Other,
1110394,Infrastructure,
1110337,Other,
1110398,Infrastructure,
1110445,Infrastructure,
1110405,Infrastructure,
1110422,Infrastructure,
1110395,Infrastructure,
1110377,Other,
1110477,Health care,
1110481,Infrastructure,
1110486,Infrastructure,
1110552,Infrastructure,
1110457,Infrastructure,
1110402,Budget,
1110488,Infrastructure,
1110532,Infrastructure,
1110577,Infrastructure,
1110561,Infrastructure,
1110480,Infrastructure,
1110389,Other,
1110566,Infrastructure,
1110513,Infrastructure,
1110487,Infrastructure,
1110628,Other,
1110556,Wartime,
1110517,Infrastructure,
1110581,Other,
1110560,Infrastructure,
1110633,Other,
1110629,Other,
1110570,Infrastructure,
1110624,Other,
1110625,Other,
1110718,Other,
1110591,Other,
1110617,Other,
1110685,Health care,
1110682,Infrastructure,
1110387,Other,
1110779,Other,
1110828,Other,
1110745,International relations,
1110754,International relations,
1110694,Trade,
1110632,Other,
1110740,International relations,
1110758,International relations,
1110753,International relations,
1110417,Infrastructure,
1110806,Wartime,
1110734,International relations,
1110804,Immigration,
1110569,Budget,
1110762,International relations,
1110824,Other,
1110571,Infrastructure,
1110743,International relations,
1110741,International relations,
1110834,Other,
1110751,International relations,
1110838,Other,
1110790,Other,
1110819,Income and Tax,
1110641,Infrastructure,
1110837,Other,
1110868,Other,
1110693,Trade,
1110645,International relations,
1110627,Trade,
1110842,Other,
1110859,Other,
1110840,Other,
1110881,Other,
1110921,Other,
1110866,Other,
1110872,Other,
1110893,Other,
1110907,Other,
1110887,Other,
1110857,Other,
1110850,Other,
1110861,Other,
1110889,Other,
1110913,Other,
1110912,Other,
1110883,Other,
1110914,Other,
1110905,Other,
1110899,Other,
1110841,Other,
1110897,Other,
1110937,Infrastructure,
1110953,International relations,
1110964,Infrastructure,
1110908,Other,
1110927,Infrastructure,
1110891,Other,
1110917,Other,
1110961,Infrastructure,
1110980,Infrastructure,
1110954,International relations,
1110916,Other,
1110910,Other,
1110982,Infrastructure,
1110933,Wartime,
1110973,Infrastructure,
1110967,Infrastructure,
1110919,Other,
1110987,Infrastructure,
1111001,Infrastructure,
1111004,Infrastructure,
1110923,Other,
1110993,Infrastructure,
1111096,Infrastructure,
1110985,Infrastructure,
1111008,Infrastructure,
1111006,Infrastructure,
1111039,Other,
1111088,Infrastructure,
1110918,Other,
1110986,Infrastructure,
1110974,Infrastructure,
1111014,Infrastructure,
1111015,Infrastructure,
1111013,Infrastructure,
1111079,Infrastructure,
1111060,Infrastructure,
1111055,Infrastructure,
1111086,Infrastructure,
1111023,Infrastructure,
1111104,Infrastructure,
1111090,Infrastructure,
1111098,Infrastructure,
1111072,Infrastructure,
1111120,Infrastructure,
1111038,Other,
1111022,Infrastructure,
1111115,Infrastructure,
1111062,Infrastructure,
1111056,Infrastructure,
1111128,Other,
1111083,Infrastructure,
1111124,Other,
1111126,Other,
1111137,Other,
1111155,Other,
1111138,Other,
1111136,Other,
1111106,Infrastructure,
1111233,Other,
1111119,Infrastructure,
1111127,Other,
1111110,Infrastructure,
1111185,Other,
1111174,Trade,
1111228,Infrastructure,
1111139,Other,
1111176,Other,
1111177,Other,
1111144,Other,
1111171,Trade,
1111173,Trade,
1111309,Other,
1111236,Immigration,
1111307,Other,
1111259,Other,
1111257,Other,
1111258,Other,
1111288,Other,
1111143,Other,
1111166,Health care,
1111195,Education,
1111140,Other,
1111317,Other,
1111291,Trade,
1111298,Other,
1111299,Other,
1111256,Other,
1111319,Other,
1111331,Other,
1111163,Trade,
1111333,Other,
1111262,Other,
1111347,Other,
1111379,Other,
1111286,Other,
1111382,Other,
1111372,Other,
1111343,Other,
1111376,Other,
1111339,Other,
1111368,Other,
1111374,Other,
1111393,Other,
1111384,Other,
1113677,Infrastructure,
1111405,Other,
1113667,Infrastructure,
1113645,Other,
1111401,Other,
1111341,Other,
1111356,International relations,
1111389,Other,
1111391,Other,
1113728,Infrastructure,
1111438,Other,
1113798,Other,
1111432,Other,
1113738,Infrastructure,
1113735,Other,
1113768,Infrastructure,
1113699,Infrastructure,
1113774,Infrastructure,
1113730,Other,
1113691,Infrastructure,
1111434,Other,
1111431,Other,
1113697,Infrastructure,
1113843,Other,
1113779,Infrastructure,
1113713,Other,
1113845,Other,
1113709,Infrastructure,
1113683,Infrastructure,
1111388,Other,
1111386,Other,
1113805,Other,
1113853,Other,
1113851,Other,
1113859,Other,
1113718,Infrastructure,
1113665,Infrastructure,
1113841,Other,
1113829,Other,
1113868,Other,
1113792,Other,
1113705,Infrastructure,
1113811,Other,
1113815,Other,
1113857,Other,
1113883,Other,
1113711,Infrastructure,
1113703,Other,
1111353,Other,
1113877,Other,
1113807,Other,
1113862,Other,
1113869,Other,
1113817,Other,
1113867,Other,
1113849,Other,
1113717,Other,
1104430,Budget,
1113874,Other,
1113908,Other,
1113890,Other,
1113898,Other,
1113819,Other,
1113888,Other,
1113894,Other,
1113893,Other,
1113886,Other,
1109325,Wartime,
1113933,Budget,
1113899,Other,
1113912,Other,
1113969,Other,
1113975,Other,
1114082,Other,
1114174,Other,
1114221,Other,
1114343,Other,
1114182,Other,
1114287,Other,
1114065,Other,
1113911,Other,
1113949,Other,
1114115,Other,
1114230,Other,
1114219,Other,
1114143,Other,
1114213,Other,
1114316,Other,
1114260,Other,
1114117,Other,
1114207,Other,
1114103,Other,
1114159,Other,
1114272,Other,
1114347,Other,
1113914,Other,
1114200,Other,
1114312,Other,
1113974,Other,
1114204,Other,
1113913,Other,
1114005,Other,
1113977,Budget,
1113971,Other,
1114348,Other,
1114088,Other,
1114059,Education,
1114283,Other,
1114102,Other,
1113998,Other,
1114295,Other,
1114211,Other,
1114317,Other,
1114119,Other,
1113919,Other,
1114072,Other,
1114268,Other,
1114228,Other,
1114327,Other,
1114004,Other,
1114202,Other,
1113960,Other,
1114049,Other,
1114242,Other,
1114253,Other,
1114099,Trade,
1114259,Other,
1114322,Other,
1114350,Other,
1114273,Other,
1114046,Other,
1114280,Other,
1113939,Other,
1113972,Other,
1114271,Other,
1113970,Other,
1114019,Other,
1114247,Other,
1114234,Other,
1114245,Other,
1114249,Other,
1114358,Infrastructure,
1114353,Other,
1114352,Other,
1114385,Infrastructure,
1114365,Infrastructure,
1114370,Infrastructure,
1114449,Infrastructure,
1114360,Infrastructure,
1114362,Infrastructure,
1114490,Other,
1114390,Infrastructure,
1114371,Infrastructure,
1114355,Other,
1114372,Infrastructure,
1114361,Infrastructure,
1114379,Infrastructure,
1114375,Other,
1114484,Infrastructure,
1114468,Infrastructure,
1114475,Infrastructure,
1114474,Infrastructure,
1114530,Wartime,
1114522,Other,
1114612,Budget,
1114492,Other,
1114380,Infrastructure,
1114387,Infrastructure,
1114640,Wartime,
1114555,Other,
1114546,Wartime,
1114521,Other,
1114646,Wartime,
1114510,Health care,
1114450,Infrastructure,
1114368,Infrastructure,
1114615,Budget,
1114363,Infrastructure,
1114389,Other,
1114648,Wartime,
1114558,Trade,
1114582,Wartime,
1114459,Infrastructure,
1114590,Wartime,
1114621,Other,
1114611,Budget,
1114473,Infrastructure,
1114507,Health care,
1114391,Infrastructure,
1114576,Wartime,
1114614,Budget,
1114509,Health care,
1114579,Wartime,
1114452,Infrastructure,
1114575,Wartime,
1114631,Wartime,
1114451,Infrastructure,
1114665,Wartime,
1114667,Wartime,
1114565,International relations,
1114682,Wartime,
1114354,Other,
1114659,Wartime,
1114701,Infrastructure,
1114481,Infrastructure,
1114480,Infrastructure,
1114674,Wartime,
1114652,Wartime,
1114680,Wartime,
1114683,Wartime,
1114704,Infrastructure,
1114654,Wartime,
1114710,Wartime,
1114786,Other,
1114688,Wartime,
1114815,Trade,
1114788,Other,
1114806,Trade,
1114840,Trade,
1114790,Trade,
1114870,Wartime,
1114783,Other,
1114794,Trade,
1114888,Other,
1114813,Other,
1114877,Wartime,
1114762,Income and Tax,
1114900,Wartime,
1114886,Wartime,
1114872,Wartime,
1115031,Wartime,
1114976,Wartime,
1115042,Wartime,
1115044,Wartime,
1115004,Wartime,
1114969,Wartime,
1114934,Other,
1115032,Wartime,
1110853,Other,
1114913,Wartime,
1114938,Other,
1114742,Other,
1114996,Wartime,
1114907,Wartime,
1114821,Other,
1115053,Wartime,
1115096,Wartime,
1115055,Wartime,
1114977,Wartime,
1115067,Wartime,
1115098,Wartime,
1115059,Wartime,
1115050,Wartime,
1114898,Wartime,
1114919,International relations,
1111443,Other,
1115109,Wartime,
1115147,Budget,
1115144,Wartime,
1114971,Wartime,
1115188,Wartime,
1115189,Wartime,
1115111,Wartime,
1111452,Other,
1114760,Other,
1115158,Infrastructure,
1111497,Infrastructure,
1111479,Infrastructure,
1115192,Wartime,
1115196,Wartime,
1111459,Other,
1115194,Education,
1111458,Other,
1111297,Trade,
1111522,Infrastructure,
1114967,Wartime,
1115116,Wartime,
1111516,Budget,
1111492,Infrastructure,
1111518,Infrastructure,
1111514,Infrastructure,
1111503,Infrastructure,
1114757,Trade,
1111496,Budget,
1111461,Other,
1111499,Infrastructure,
1111485,Other,
1111476,Infrastructure,
1111513,Infrastructure,
1111441,Other,
1111520,Infrastructure,
1111511,Infrastructure,
1111494,Budget,
1111486,Infrastructure,
1111532,Infrastructure,
1111529,Infrastructure,
1111556,Infrastructure,
1111530,Infrastructure,
1111531,Infrastructure,
1111550,Infrastructure,
1111528,Infrastructure,
1111535,Infrastructure,
1111574,Infrastructure,
1111563,Infrastructure,
1111566,Infrastructure,
1111593,Infrastructure,
1115087,Wartime,
1111643,Infrastructure,
1111571,Infrastructure,
1111551,Infrastructure,
1111633,Infrastructure,
1111651,Infrastructure,
1111642,Infrastructure,
1111605,Other,
1111679,Income and Tax,
1111670,Infrastructure,
1111669,Infrastructure,
1111577,Infrastructure,
1111672,Infrastructure,
1111583,Infrastructure,
1111537,Other,
1115107,Other,
1111591,Infrastructure,
1111645,Infrastructure,
1111742,Income and Tax,
1111726,Budget,
1111685,Budget,
1111697,Trade,
1111737,Other,
1111729,Other,
1111603,Other,
1111411,Other,
1111701,Income and Tax,
1111660,Infrastructure,
1111682,Budget,
1115200,Wartime,
1111757,Budget,
1111723,Trade,
1111738,Budget,
1115266,Wartime,
1111719,Trade,
1115243,Infrastructure,
1111721,Infrastructure,
1115345,Wartime,
1111724,Income and Tax,
1115227,Infrastructure,
1111242,Wartime,
1111696,Trade,
1115361,Wartime,
1115337,Wartime,
1111688,Budget,
1111641,Infrastructure,
1115365,Wartime,
1114445,Infrastructure,
1115341,Wartime,
1111573,Infrastructure,
1114909,Other,
1115331,Wartime,
1115357,Education,
1115348,Wartime,
1115344,Wartime,
1115359,Wartime,
1115496,Wartime,
1115282,Other,
1115521,Wartime,
1115554,Wartime,
1115495,Wartime,
1113895,Other,
1115581,Wartime,
1115529,Wartime,
1115336,Education,
1115504,Wartime,
1115510,Wartime,
1115594,Wartime,
1115605,Wartime,
1115566,Wartime,
1115583,Wartime,
1115523,Wartime,
1115550,Wartime,
1115367,Wartime,
1115576,Wartime,
1115485,Wartime,
1115488,Wartime,
1115621,Wartime,
1115604,Wartime,
1115600,Wartime,
1115570,Wartime,
1115623,Wartime,
1115582,Wartime,
1115609,Wartime,
1115593,Wartime,
1115712,Wartime,
1115810,Wartime,
1115843,Wartime,
1115775,Wartime,
1115858,Wartime,
1115751,International relations,
1115692,Wartime,
1115749,Wartime,
1115834,Wartime,
1115596,Wartime,
1111627,Infrastructure,
1115848,Wartime,
1115626,Wartime,
1115864,Wartime,
1115871,Wartime,
1115869,Wartime,
1115812,Wartime,
1115805,Wartime,
1115860,Wartime,
1115631,Wartime,
1111442,Other,
1115896,Education,
1115915,Wartime,
1115739,Wartime,
1115792,Wartime,
1115809,Wartime,
1115784,Wartime,
1115632,Wartime,
1115873,Wartime,
1115859,Budget,
1115913,Education,
1115636,Wartime,
1115974,Other,
1115982,Other,
1115932,Wartime,
1115943,Education,
1115886,Wartime,
1115644,Wartime,
1115362,Wartime,
1115949,Other,
1115926,Wartime,
1115990,Wartime,
1115972,Budget,
1115945,Wartime,
1115330,Wartime,
1116107,Wartime,
1116082,Wartime,
1116043,Wartime,
1116070,Wartime,
1115445,Wartime,
1116077,Wartime,
1116106,Wartime,
1116013,Wartime,
1116239,Wartime,
1116041,Wartime,
1116117,Wartime,
1116164,Wartime,
1116065,Wartime,
1115405,Wartime,
1116003,Wartime,
1116105,Wartime,
1116149,Wartime,
1115998,Wartime,
1116240,Wartime,
1116108,Wartime,
1116148,Wartime,
1116124,Wartime,
1116140,Wartime,
1116097,Wartime,
1116091,Wartime,
1116090,Wartime,
1116235,Wartime,
1116154,Wartime,
1116123,Wartime,
1116258,Wartime,
1116247,Wartime,
1115431,Wartime,
1116146,Wartime,
1116160,Wartime,
1116216,Other,
1116173,Wartime,
1116261,Wartime,
1116215,Other,
1116166,Wartime,
1116218,Other,
1116314,Budget,
1115046,Health care,
1116227,Other,
1115992,Wartime,
1116156,Wartime,
1116111,Wartime,
1116263,International relations,
1115454,Wartime,
1116305,Wartime,
1116269,Wartime,
1116278,Wartime,
1116310,Wartime,
1116321,Wartime,
1116317,Wartime,
1116318,Wartime,
1116372,Wartime,
1116371,Budget,
1116323,Wartime,
1116303,Wartime,
1116368,Wartime,
1116332,Wartime,
1116404,Wartime,
1116410,Wartime,
1116390,Wartime,
1116290,Infrastructure,
1116378,Wartime,
1116336,Wartime,
1116198,Other,
1116391,International relations,
1116413,Wartime,
1116385,International relations,
1116427,Wartime,
1116448,Health care,
1116485,Wartime,
1116740,Infrastructure,
1116743,Infrastructure,
1116456,Wartime,
1116386,Wartime,
1116530,Wartime,
1116510,Wartime,
1116741,Infrastructure,
1116488,Health care,
1116739,Infrastructure,
1116541,Trade,
1116758,Infrastructure,
1116503,Wartime,
1116588,Education,
1116531,Wartime,
1116557,Infrastructure,
1116481,Wartime,
1116736,Infrastructure,
1116560,Infrastructure,
1116757,Infrastructure,
1116787,Infrastructure,
1116490,Wartime,
1115571,Wartime,
1116677,Budget,
1116580,Education,
1115435,Wartime,
1116769,Infrastructure,
1116763,Infrastructure,
1116762,Infrastructure,
1116768,Infrastructure,
1116761,Infrastructure,
1116825,Infrastructure,
1116821,Infrastructure,
1116824,Infrastructure,
1116764,Infrastructure,
1116462,Wartime,
1116790,Infrastructure,
1116755,Infrastructure,
1116765,Infrastructure,
1116756,Infrastructure,
1116773,Other,
1116759,Infrastructure,
1116568,Budget,
1116817,Infrastructure,
1116818,Infrastructure,
1116820,Infrastructure,
1115986,Other,
1116767,Infrastructure,
1116887,Infrastructure,
1116870,Budget,
1116914,Infrastructure,
1116830,Infrastructure,
1116749,Infrastructure,
1116826,Other,
1116895,Infrastructure,
1116827,Other,
1116753,Infrastructure,
1116842,Other,
1116835,Other,
1116969,Other,
1116786,Infrastructure,
1116960,Other,
1116859,Wartime,
1116924,Infrastructure,
1116840,Infrastructure,
1116966,Other,
1116971,Other,
1116861,Wartime,
1116981,Other,
1116906,Other,
1116993,Other,
1117072,Health care,
1115987,Other,
1117032,Wartime,
1115412,Wartime,
1116834,Other,
1116745,Infrastructure,
1116999,Other,
1117151,Health care,
1116977,Other,
1117171,Wartime,
1116819,Infrastructure,
1117109,Wartime,
1117006,Trade,
1117065,Health care,
1116998,Other,
1117094,Wartime,
1117168,Wartime,
1117184,Wartime,
1117173,Wartime,
1117169,Wartime,
1117196,Wartime,
1117253,Health care,
1117180,Health care,
1117174,Wartime,
1117111,Wartime,
1117208,Health care,
1117265,Wartime,
1117258,Health care,
1117188,Wartime,
1117145,Health care,
1117243,Health care,
1117185,Wartime,
1117206,Wartime,
1117286,Wartime,
1117252,Health care,
1117259,Health care,
1117204,Wartime,
1117245,Wartime,
1117212,Wartime,
1117198,Wartime,
1117108,Health care,
1117268,Health care,
1117218,Health care,
1117255,Wartime,
1117215,Wartime,
1117292,Wartime,
1117291,Health care,
1117290,Wartime,
1117355,Wartime,
1117254,Wartime,
1117190,Wartime,
1117353,Wartime,
1111806,Trade,
1117320,Health care,
1117384,Infrastructure,
1117375,Infrastructure,
1117401,Other,
1117278,Health care,
