basepk,chunk_index,topic,category,procedural_score,error_x,error_y
3070580,0,offshore minerals agreement with maritime provinces,Intergovernmental & Constitutional Affairs,0.0,,
3070582,0,provincial taxation of offshore permit holders,Economic & Fiscal Policy,0.0,,
3070588,0,PFRA pasture rate increases,Agriculture & Natural Resources,0.0,,
3070675,0,education facilities for French language staff,Social Policy,0.0,,
3070684,0,bookstore concession tender at Mirabel,Trade & Industry,0.0,,
3070684,1,bookstore royalty rates and guarantees,Trade & Industry,0.0,,
3070684,2,Coles Book Stores Limited lease revenues,Trade & Industry,0.0,,
3070688,0,federal-provincial fiscal arrangements,Intergovernmental & Constitutional Affairs,0.0,,
3070738,0,federal assistance for Newfoundland mill,Trade & Industry,0.25,,
3070772,0,Canada Works program funding in BC,Social Policy,0.25,,
3070797,0,EPO list evidence and methods,Government Operations & Ethics,0.0,,
3070809,0,government's fight against inflation,Economic & Fiscal Policy,0.25,,
3070816,0,settlement of litigious cases,"Justice, Rights & Immigration",0.25,,
3070819,0,security information and individual rights,"Justice, Rights & Immigration",0.0,,
3070819,1,review of career paths affected by list,Government Operations & Ethics,0.0,,
3070831,0,loyalty of government employees,Government Operations & Ethics,0.25,,
3070835,0,responsibility for enemies of the government list,Government Operations & Ethics,0.25,,
3070835,1,security risks in Secretary of State department,Government Operations & Ethics,0.25,,
3070858,0,CBC programming complaints,Government Operations & Ethics,0.25,,
3070933,0,prohibition against discrimination in matters of certain illnesses,Social Policy,0.0,,
3070945,0,calling of Bill C-30 for National Heritage Day,Parliamentary Affairs,0.5,,
3070952,0,amendments to the Pension Act for veterans' widows,Social Policy,0.0,,
3071101,0,Continental Bank of Canada organization,Trade & Industry,0.25,,
3071101,1,bank legislation and patronage,Trade & Industry,0.25,,
3071101,2,IAC Ltd. conversion to bank,Trade & Industry,0.25,,
3071133,0,child care expenses and income tax appeal board,Economic & Fiscal Policy,0.0,,
3071170,0,economic principles and unemployment,Economic & Fiscal Policy,0.25,,
3071194,0,parliamentary jobs and conditions,Parliamentary Affairs,0.25,,
3071196,0,election of members of parliament,Parliamentary Affairs,0.25,,
3071208,0,parliamentary debate and anger,Parliamentary Affairs,0.75,,
3071208,1,role of the government,Government Operations & Ethics,0.25,,
3071214,0,bill regarding the blind and chronically ill,Social Policy,0.25,,
3071307,0,Canada Works Program deadline extension,Social Policy,0.25,,
3071344,0,retroactive application of guidelines,Parliamentary Affairs,0.25,,
3071357,0,seal hunt humanitarian aid,Foreign Affairs & Defence,0.0,,
3071362,0,misquoted statement,Parliamentary Affairs,0.75,,
3071372,0,enforcement of regulations in Canadian waters,Agriculture & Natural Resources,0.25,,
3071412,0,federal government beef supply management,Agriculture & Natural Resources,0.0,,
3071446,0,government responsibility for debt,Economic & Fiscal Policy,0.0,,
3071488,0,public servants dedication and loyalty,Government Operations & Ethics,0.0,,
3071488,1,criticism of public servants,Government Operations & Ethics,0.75,,
3071498,0,pay research bureau and bargaining process,Government Operations & Ethics,0.25,,
3071498,1,public services salaries and pensions,Government Operations & Ethics,0.0,,
3071546,0,public service pension and insurance contributions,Government Operations & Ethics,0.0,,
3071546,1,allocation of superannuation and pension plan charges,Government Operations & Ethics,0.0,,
3071626,0,trade fair program for Canadian companies,Trade & Industry,0.0,,
3071626,1,Canadian trade and industry exhibitions abroad,Trade & Industry,0.0,,
3071626,2,trade promotion in Eastern Europe and Germany,Trade & Industry,0.0,,
3071626,3,export promotion programs in Europe and Asia,Trade & Industry,0.0,,
3071647,0,amendment to taxation act,Economic & Fiscal Policy,0.25,,
3071652,0,amendment to definition of registered charity,Economic & Fiscal Policy,0.25,,
3071698,0,investment tax credits and capital cost,Economic & Fiscal Policy,0.0,,
3071703,0,energy self-sufficiency and inflation control,Economic & Fiscal Policy,0.0,,
3071703,1,oil and gas exploration incentives,Agriculture & Natural Resources,0.0,,
3071703,2,developing domestic crude oil supplies,Agriculture & Natural Resources,0.0,,
3071703,3,oil and gas exploration and development,Agriculture & Natural Resources,0.0,,
3071726,0,transition to alternative energy sources,Agriculture & Natural Resources,0.0,,
3071726,1,new forms of energy,Agriculture & Natural Resources,0.0,,
3071780,0,benefits for small business,Trade & Industry,0.0,,
3071780,1,taxation of small businesses,Economic & Fiscal Policy,0.0,,
3071838,0,standard regulations for slaughterhouses,Agriculture & Natural Resources,0.5,,
3071852,0,motion to increase Radio-Canada budget,Government Operations & Ethics,0.75,,
3071852,1,"funding for CBC, medical research, and veterans' pensions",Social Policy,0.0,,
3071860,0,clarification of anti-inflation program renewal,Economic & Fiscal Policy,0.25,,
3071862,0,supplementary question on provincial government contacts,Intergovernmental & Constitutional Affairs,0.25,,
3071881,0,unemployment rate data inclusion,Economic & Fiscal Policy,0.0,,
3071889,0,penitentiary construction in Quebec,"Justice, Rights & Immigration",0.0,,
3071892,0,penitentiary construction and site selection,"Justice, Rights & Immigration",0.0,,
3071905,0,allocation of economic activity expenses,Economic & Fiscal Policy,0.0,,
3071909,0,RCMP responsibility for stolen documents,Government Operations & Ethics,0.25,,
3071931,0,environmental jurisdiction,Intergovernmental & Constitutional Affairs,0.0,,
3071936,0,jurisdiction over government building construction,Intergovernmental & Constitutional Affairs,0.5,,
3071962,0,Prime Minister's concept of provincial powers,Intergovernmental & Constitutional Affairs,0.25,,
3071974,0,investigation following fire,Government Operations & Ethics,0.25,,
3072003,0,"contracts for professional services, Receiver General",Government Operations & Ethics,0.0,,
3072005,0,water freight service maintenance spending,Trade & Industry,0.0,,
3072009,0,CNR ship charters in Newfoundland,Trade & Industry,0.0,,
3072014,0,Canadair working capital loan for defence contracts,Trade & Industry,0.0,,
3072014,1,loan repayment extension and interest rates,Economic & Fiscal Policy,0.0,,
3072055,0,income tax act administration,Economic & Fiscal Policy,0.0,,
3072063,0,charitable organizations operating businesses,Economic & Fiscal Policy,0.25,,
3072144,0,progressive tax system fairness,Economic & Fiscal Policy,0.25,,
3072154,0,child care expense deductions in bill,Economic & Fiscal Policy,0.0,,
3072154,1,tax loopholes and income inequality,Economic & Fiscal Policy,0.0,,
3072154,2,tax evasion by high-income earners,Economic & Fiscal Policy,0.1,,
3072154,3,income tax deductibility of interest costs,Economic & Fiscal Policy,0.25,,
3072190,0,partisan attack on Tories,Parliamentary Affairs,0.75,,
3072212,0,simplifying the income tax system,Economic & Fiscal Policy,0.0,,
3072224,0,Pearson and Diefenbaker's commission,Parliamentary Affairs,0.25,,
3072251,0,order and procedure,Parliamentary Affairs,0.75,,
3072290,0,ideal tax systems,Economic & Fiscal Policy,0.0,,
3072299,0,industrial freedom songs,Trade & Industry,0.25,,
3072309,0,government energy policy and conservation,Agriculture & Natural Resources,0.0,,
3072309,1,government regulation of the petroleum industry,Agriculture & Natural Resources,0.1,,
3072309,2,energy policy and oil imports,Agriculture & Natural Resources,0.0,,
3072309,3,oil industry taxation and pricing,Agriculture & Natural Resources,0.0,,
3072309,4,oil exploration and development costs,Agriculture & Natural Resources,0.0,,
3072309,5,energy conservation policy,Agriculture & Natural Resources,0.0,,
3072309,6,government energy policy development,Agriculture & Natural Resources,0.0,,
3072310,0,federal revenues from oil and gas production,Agriculture & Natural Resources,0.0,,
3072310,1,monitoring petroleum industry cash flows and expenditures,Agriculture & Natural Resources,0.0,,
3072310,2,frontier oil and gas exploration and pipeline timing,Agriculture & Natural Resources,0.0,,
3072335,0,assistance for Linerboard Mill,Trade & Industry,0.25,,
3072363,0,budgetary impact on unemployment,Social Policy,0.0,,
3072364,0,tax cuts and personal disposable income,Economic & Fiscal Policy,0.0,,
3072404,0,meeting business people in Newfoundland,Trade & Industry,0.0,,
3072412,0,Gulf Canada electricity costs,Agriculture & Natural Resources,0.0,,
3072426,0,government anti-inflation policy for industry,Economic & Fiscal Policy,0.25,,
3072484,0,federal and provincial government priorities,Intergovernmental & Constitutional Affairs,0.0,,
3072532,0,new prison construction,"Justice, Rights & Immigration",0.0,,
3072538,0,CFB Uplands and Rockcliffe accommodation for Airborne Regiment,Foreign Affairs & Defence,0.0,,
3072538,1,defence spending and infrastructure,Foreign Affairs & Defence,0.0,,
3072539,0,CFB Ottawa South hangar space and married quarters,Foreign Affairs & Defence,0.0,,
3072543,0,Unemployment Insurance Commission staff and salaries,Social Policy,0.0,,
3072543,1,unemployment insurance commission staffing survey,Social Policy,0.0,,
3072555,0,reciprocal agreements for benefits,Social Policy,0.0,,
3072555,1,senior citizens' quality of life,Social Policy,0.0,,
3072555,2,old age security and care for seniors,Social Policy,0.0,,
3072648,0,early retirement program costs,Social Policy,0.0,,
3072648,1,right to work after 65,Social Policy,0.0,,
3072652,0,comparison of food prices in Canada and US,Trade & Industry,0.0,,
3072652,1,Canadian agricultural products cost more in Canada,Agriculture & Natural Resources,0.0,,
3072652,2,cost of living and pensions,Social Policy,0.0,,
3072652,3,government economic policy and rising prices,Economic & Fiscal Policy,0.25,,
3072706,0,auditor general allegations of rebate deals,Government Operations & Ethics,0.0,,
3072722,0,meeting on unemployment proposals,Social Policy,0.25,,
3072735,0,board responsibility for company officers,Government Operations & Ethics,0.25,,
3072745,0,Canada's aid program to Cuba,Foreign Affairs & Defence,0.25,,
3072763,0,CPR commuter train service cuts,Trade & Industry,0.0,,
3072773,0,Canada's opposition to Cuban intervention in Angola,Foreign Affairs & Defence,0.0,,
3072804,0,railway operations and public perception,Trade & Industry,0.25,,
3072818,0,Dorval airport user fees and losses,Trade & Industry,0.0,,
3072819,0,use of Mirabel airport,Trade & Industry,0.0,,
3072819,1,airport revolving fund user charges,Trade & Industry,0.0,,
3072825,0,small business policy and quotas,Trade & Industry,0.25,,
3072835,0,accreditation inquiries,Government Operations & Ethics,0.25,,
3072883,0,firearms registration recommendations,"Justice, Rights & Immigration",0.0,,
3072883,1,cadet weapons training and background of instructors,"Justice, Rights & Immigration",0.0,,
3072926,0,question of privilege,Parliamentary Affairs,0.75,,
3072941,0,Income Tax Act complexity,Economic & Fiscal Policy,0.25,,
3072999,0,closure motion under rule 75C,Parliamentary Affairs,0.75,,
3072999,1,closure and government legislative function,Parliamentary Affairs,0.75,,
3072999,2,Liberal tradition and unrestricted debate,Parliamentary Affairs,0.5,,
3072999,3,government use of closure,Parliamentary Affairs,0.75,,
3072999,4,closure motion on income tax bill,Parliamentary Affairs,0.75,,
3072999,5,government's public image and will to govern,Government Operations & Ethics,0.25,,
3073022,0,partisan attack on opposition,Parliamentary Affairs,0.75,,
3073028,0,criticism of hon. member's wisdom,Parliamentary Affairs,0.75,,
3073028,1,parliamentary procedure and time wasting,Parliamentary Affairs,0.75,,
3073057,0,obstruction of government bills,Parliamentary Affairs,0.75,,
3073057,1,legislative program and sitting days,Parliamentary Affairs,0.0,,
3073057,2,dilatory tactics by NDP,Parliamentary Affairs,0.75,,
3073057,3,ending debate to improve efficiency,Parliamentary Affairs,0.5,,
3073162,0,guidelines for Crown corporations,Government Operations & Ethics,0.0,,
3073165,0,Auditor General's letter,Government Operations & Ethics,0.0,,
3073189,0,government agencies' illegal activities,Government Operations & Ethics,0.0,,
3073212,0,therapeutic abortion committees and federal law,"Justice, Rights & Immigration",0.0,,
3073240,0,immigration officers training and protection,"Justice, Rights & Immigration",0.0,,
3073243,0,police involvement in immigration enforcement,"Justice, Rights & Immigration",0.0,,
3073293,0,point of order regarding Hansard record,Parliamentary Affairs,0.75,,
3073327,0,government failure to generate jobs,Economic & Fiscal Policy,0.0,,
3073327,1,unemployment figures and economic concerns,Economic & Fiscal Policy,0.0,,
3073345,0,government confidence and economic certainty,Economic & Fiscal Policy,0.0,,
3073345,1,Canada's economic future and unity,Economic & Fiscal Policy,0.0,,
3073345,2,government response to unemployment,Social Policy,0.0,,
3073347,0,unemployment and national potential,Economic & Fiscal Policy,0.0,,
3073347,1,economic progress and government policy,Economic & Fiscal Policy,0.0,,
3073354,0,lost production and tax revenues from unemployment,Economic & Fiscal Policy,0.0,,
3073354,1,unemployment and tax burden,Economic & Fiscal Policy,0.0,,
3073354,2,unemployment and inflation economic planning,Economic & Fiscal Policy,0.0,,
3073364,0,unemployment insurance changes impact on provincial revenue,Social Policy,0.0,,
3073364,1,unemployment and tax cuts,Economic & Fiscal Policy,0.0,,
3073364,2,government work programs and housing,Social Policy,0.0,,
3073364,3,planning the national economy and unemployment,Economic & Fiscal Policy,0.1,,
3073364,4,job creation and economic policy,Economic & Fiscal Policy,0.0,,
3073364,5,economic stimulus and housing programs,Economic & Fiscal Policy,0.0,,
3073367,0,inflation and consumer demand policy,Economic & Fiscal Policy,0.0,,
3073367,1,housing unit construction rates,Economic & Fiscal Policy,0.0,,
3073389,0,government support for new textile policy,Trade & Industry,0.0,,
3073397,0,Canadair Learstar executive jet program,Trade & Industry,0.0,,
3073397,1,sale of trains to Amtrak,Trade & Industry,0.0,,
3073397,2,ship construction and high technology industry,Trade & Industry,0.25,,
3073397,3,shipbuilding subsidies and loans,Trade & Industry,0.0,,
3073397,4,Canadian export contracts in Venezuela,Trade & Industry,0.0,,
3073397,5,Canadian railway construction expertise,Trade & Industry,0.0,,
3073397,6,Canadian export contract for Venezuela,Trade & Industry,0.0,,
3073397,7,Canadian unity and well-being,Intergovernmental & Constitutional Affairs,0.0,,
3073401,0,federal programs for Quebecers,Intergovernmental & Constitutional Affairs,0.25,,
3073401,1,Canada's unity and Quebec's role,Intergovernmental & Constitutional Affairs,0.25,,
3073401,2,decentralization program,Intergovernmental & Constitutional Affairs,0.25,,
3073476,0,federal funding for regional development programs,Intergovernmental & Constitutional Affairs,0.0,,
3073476,1,federal funding for provincial programs,Intergovernmental & Constitutional Affairs,0.25,,
3073476,2,criticism of former minister's record,Government Operations & Ethics,0.75,,
3073476,3,federal payments to Newfoundland,Intergovernmental & Constitutional Affairs,0.25,,
3073501,0,Canada Works and Young Canada Works programs,Social Policy,0.0,,
3073515,0,government accountability and economic frustration,Economic & Fiscal Policy,0.25,,
3073515,1,unemployment rate and government inaction,Social Policy,0.0,,
3073515,2,unemployment and stagnant economy,Economic & Fiscal Policy,0.0,,
3073515,3,unemployment and its economic effects,Economic & Fiscal Policy,0.0,,
3073523,0,unemployment and job creation,Social Policy,0.0,,
3073523,1,job creation and winter works program,Social Policy,0.25,,
3073549,0,Anti-Inflation Board bread delivery decision,Economic & Fiscal Policy,0.25,,
3073558,0,intervention on behalf of Soviet scientist,Foreign Affairs & Defence,0.25,,
3073558,1,emigration of Salansky family from USSR,Foreign Affairs & Defence,0.0,,
3073563,0,urgent debate on food policy and agriculture,Agriculture & Natural Resources,0.25,,
3073581,0,government controls program duration,Economic & Fiscal Policy,0.0,,
3073586,0,federal sales tax reduction,Economic & Fiscal Policy,0.0,,
3073642,0,human rights in the U.S.S.R,Foreign Affairs & Defence,0.0,,
3073693,0,widows of prisoners of war,Foreign Affairs & Defence,0.0,,
3073711,0,unsold silver coins over-run,Economic & Fiscal Policy,0.25,,
3073717,0,guidelines for crown corporations,Government Operations & Ethics,0.25,,
3073720,0,plastic bathroom fixtures building code restrictions,Trade & Industry,0.25,,
3073742,0,production of Bill of Rights and flag certificates,"Justice, Rights & Immigration",0.0,,
3073754,0,access to government scientific information on food substances,Government Operations & Ethics,0.0,,
3073773,0,minister without portfolio responsibilities,Government Operations & Ethics,0.0,,
3073792,0,equal pay for work of equal value,Social Policy,0.0,,
3073792,1,human rights commission and its independence,"Justice, Rights & Immigration",0.0,,
3073792,2,commission personnel and budget,Government Operations & Ethics,0.0,,
3073792,3,access to government records and privacy,Government Operations & Ethics,0.0,,
3073792,4,access to personal information banks,Government Operations & Ethics,0.0,,
3073792,5,privacy commissioner access to information,Government Operations & Ethics,0.0,,
3073792,6,privacy commissioner accountability to parliament,Government Operations & Ethics,0.0,,
3073792,7,progress on bill to become law,Parliamentary Affairs,0.25,,
3073792,8,charter of rights against discrimination,"Justice, Rights & Immigration",0.0,,
3073802,0,government funding of organizations,Government Operations & Ethics,0.25,,
3073802,1,privacy legislation amendments,"Justice, Rights & Immigration",0.25,,
3073802,2,human rights legislation in Ontario,"Justice, Rights & Immigration",0.25,,
3073802,3,human rights commission conciliation and prosecution,"Justice, Rights & Immigration",0.0,,
3073805,0,support for bill at second reading,Parliamentary Affairs,0.25,,
3073805,1,bill on discrimination and personal information,"Justice, Rights & Immigration",0.25,,
3073805,2,"prohibitions against discrimination on grounds of age, sex, marital status, physical handicaps","Justice, Rights & Immigration",0.0,,
3073805,3,Royal Commission on the Status of Women recommendations,"Justice, Rights & Immigration",0.0,,
3073805,4,age discrimination in employment,Social Policy,0.0,,
3073805,5,conciliation in human rights legislation,"Justice, Rights & Immigration",0.1,,
3073805,6,bona fide occupational requirement definition,"Justice, Rights & Immigration",0.0,,
3073805,7,bill's provisions on personal information and exemptions,"Justice, Rights & Immigration",0.25,,
3073813,0,Canadian human rights commission powers,"Justice, Rights & Immigration",0.0,,
3073813,1,human rights commission and discriminatory practices,"Justice, Rights & Immigration",0.0,,
3073813,2,human rights commission powers and appeals,"Justice, Rights & Immigration",0.25,,
3073813,3,Canadian Human Rights Act complaint process,"Justice, Rights & Immigration",0.0,,
3073813,4,CN Telecommunications employee dismissal,"Justice, Rights & Immigration",0.0,,
3073813,5,dismissal of Bernie Maguire from CN Telecommunications,"Justice, Rights & Immigration",0.0,,
3073813,6,union grievance over dismissal from CN Telecommunications,"Justice, Rights & Immigration",0.0,,
3073813,7,arbitration board decision on employee security clearance,"Justice, Rights & Immigration",0.0,,
3073813,8,legal rights of dismissed employee,"Justice, Rights & Immigration",0.0,,
3073813,9,security clearance for Bernie Maguire,"Justice, Rights & Immigration",0.25,,
3073813,10,compensation for legal expenses of Crown corporation employees,Government Operations & Ethics,0.0,,
3073813,11,Air Canada security and employee back pay,Social Policy,0.0,,
3073813,12,Air Canada employees legal fees,Social Policy,0.0,,
3073883,0,Canadian corporations in Polysar currency deals,Economic & Fiscal Policy,0.0,,
3073902,0,unemployment rate and hidden jobless figures,Social Policy,0.0,,
3073903,0,Statistics Canada labour force figures,Social Policy,0.25,,
3073923,0,federal assistance for Labrador hydro studies,Agriculture & Natural Resources,0.0,,
3073928,0,federal plans for amateur sport,Social Policy,0.0,,
3073980,0,west coast tanker policy co-ordinating group,Agriculture & Natural Resources,0.0,,
3073992,0,Canadian Wheat Board and prairie farm income,Agriculture & Natural Resources,0.0,,
3073996,0,textile industry quotas for new businesses,Trade & Industry,0.0,,
3074003,0,Statistics Canada answers,Government Operations & Ethics,0.75,,
3074051,0,parliamentary debate and procedure,Parliamentary Affairs,0.75,,
3074060,0,public response to policy initiative,Government Operations & Ethics,0.25,,
3074139,0,Panarctic inquest and missing testimony,"Justice, Rights & Immigration",0.25,,
3074139,1,coroner's inquest witness attendance jurisdiction,"Justice, Rights & Immigration",0.0,,
3074139,2,subpoenaing witnesses to coroners' inquests,"Justice, Rights & Immigration",0.0,,
3074139,3,interprovincial subpoena act for coroner's inquests,"Justice, Rights & Immigration",0.0,,
3074164,0,bribes and cookies,Government Operations & Ethics,0.75,,
3074184,0,income tax system principles,Economic & Fiscal Policy,0.0,,
3074190,0,indexing system and tax credits,Economic & Fiscal Policy,0.25,,
3074190,1,tax system and poverty,Economic & Fiscal Policy,0.0,,
3074190,2,Imperial Oil deferred taxes,Economic & Fiscal Policy,0.0,,
3074190,3,corporate sector deferred taxes and oil exploration,Economic & Fiscal Policy,0.0,,
3074190,4,oil company deferred income taxes,Economic & Fiscal Policy,0.0,,
3074190,5,tax incentives for Canadian exploration expenses,Economic & Fiscal Policy,0.0,,
3074190,6,oil exploration incentives and profits,Economic & Fiscal Policy,0.0,,
3074190,7,taxation of oil industry profits,Economic & Fiscal Policy,0.0,,
3074219,0,profit controls and investment opportunities,Economic & Fiscal Policy,0.0,,
3074227,0,corporate profits as proportion of GNP,Economic & Fiscal Policy,0.0,,
3074245,0,government scandals and taxpayer representation,Government Operations & Ethics,0.25,,
3074251,0,"amendment to Bill C-22, Clause 65",Parliamentary Affairs,0.5,,
3074314,0,Statistics Canada job creation programs,Social Policy,0.0,,
3074314,1,labour force survey statistics,Social Policy,0.25,,
3074325,0,transfer of federal wharves to provinces,Intergovernmental & Constitutional Affairs,0.25,,
3074327,0,wharf maintenance and transfer,Intergovernmental & Constitutional Affairs,0.0,,
3074330,0,RCMP writs of assistance under Excise Tax Act and Customs Act,"Justice, Rights & Immigration",0.0,,
3074366,0,unemployment statistics and status Indians,Indigenous & Northern Affairs,0.0,,
3074367,0,unemployment among status Indians on reserves,Indigenous & Northern Affairs,0.0,,
3074374,0,regional economic expansion in British Columbia,Economic & Fiscal Policy,0.0,,
3074390,0,nuclear assistance to Pakistan,Foreign Affairs & Defence,0.0,,
3074398,0,export prospects for manufactured goods,Trade & Industry,0.0,,
3074412,0,safeguard agreements with Spain,Foreign Affairs & Defence,0.25,,
3074414,0,Canada Works program funding for recycling,Social Policy,0.0,,
3074421,0,Loto Canada lottery performance,Government Operations & Ethics,0.25,,
3074437,0,negotiations and debate arrangements,Parliamentary Affairs,0.5,,
3074437,1,adjournment of debate on committee matters,Parliamentary Affairs,0.75,,
3074471,0,international trade in textiles and clothing,Trade & Industry,0.0,,
3074471,1,import quotas for Canadian textile industry,Trade & Industry,0.0,,
3074476,0,air pollution studies and expenditures in New Brunswick,Agriculture & Natural Resources,0.0,,
3074477,0,DPAT contribution to St. Anne Nackawic Pulp and Paper Co. Ltd,Trade & Industry,0.0,,
3074477,1,air quality studies at power stations,Agriculture & Natural Resources,0.0,,
3074477,2,air pollution studies and mercury abatement,Agriculture & Natural Resources,0.0,,
3074477,3,gasoline lead emissions regulations and inspections,Agriculture & Natural Resources,0.0,,
3074477,4,pollution control and monitoring studies,Agriculture & Natural Resources,0.0,,
3074477,5,federal air pollution control guidelines and training,Agriculture & Natural Resources,0.0,,
3074488,0,Canadair LearStar jet purchase details,Trade & Industry,0.0,,
3074576,0,Petawawa military base personnel employment,Foreign Affairs & Defence,0.0,,
3074576,1,military base relocation and infrastructure costs,Foreign Affairs & Defence,0.0,,
3074607,0,Soviet Union's disregard of Helsinki Agreement,Foreign Affairs & Defence,0.75,,
3074607,1,human rights in eastern Europe,Foreign Affairs & Defence,0.25,,
3074636,0,Canada-EEC nuclear safeguard agreement,Foreign Affairs & Defence,0.0,,
3074694,0,Trans-Canada Highway reconstruction in Edmunston,Intergovernmental & Constitutional Affairs,0.0,,
3074695,0,Trans-Canada Highway improvements in New Brunswick,Intergovernmental & Constitutional Affairs,0.0,,
3074705,0,cesium export permits and stockpiling,Agriculture & Natural Resources,0.0,,
3074731,0,flour mill workers strike and bread prices,Trade & Industry,0.0,,
3074755,0,point of order on minister's remarks,Parliamentary Affairs,0.75,,
3074759,0,question period procedure,Parliamentary Affairs,0.75,,
3074766,0,federal budgetary estimates and expenditures,Economic & Fiscal Policy,0.0,,
3074766,1,budgetary expenditures and economic impact,Economic & Fiscal Policy,0.0,,
3074766,2,federal government's economic impact,Economic & Fiscal Policy,0.0,,
3074766,3,federal government non-budgetary outlays,Economic & Fiscal Policy,0.0,,
3074766,4,public service manpower growth stabilization,Government Operations & Ethics,0.0,,
3074766,5,public service productivity and expenditure planning,Government Operations & Ethics,0.0,,
3074782,0,examination of estimates,Parliamentary Affairs,0.25,,
3074782,1,form of the estimates,Parliamentary Affairs,0.0,,
3074782,2,Public Accounts Committee and estimates revision,Parliamentary Affairs,0.25,,
3074784,0,examination of estimates before committees,Parliamentary Affairs,0.25,,
3074790,0,manpower and adult occupational training costs,Social Policy,0.0,,
3074832,0,agricultural research in New Brunswick,Agriculture & Natural Resources,0.0,,
3074866,0,advance payments for crops royal recommendation,Agriculture & Natural Resources,0.5,,
3074866,1,cash advances for crop producers through farm organizations,Agriculture & Natural Resources,0.0,,
3074866,2,farm organization advance eligibility,Agriculture & Natural Resources,0.75,,
3074867,0,debate on amendment merits,Parliamentary Affairs,0.5,,
3074931,0,appointment of ambassador to Washington,Foreign Affairs & Defence,0.0,,
3074939,0,joint committee on environmental standards,Agriculture & Natural Resources,0.25,,
3074948,0,Crown corporations' share of public purse,Government Operations & Ethics,0.0,,
3074952,0,inflation and government spending,Economic & Fiscal Policy,0.0,,
3074953,0,AECL financial maladministration and expenditures,Government Operations & Ethics,0.0,,
3074967,0,federal expenditures and cost sharing programs,Economic & Fiscal Policy,0.25,,
3074979,0,televising parliament,Parliamentary Affairs,0.25,,
3074988,0,televising Senate proceedings,Parliamentary Affairs,0.25,,
3075009,0,termination of ambassador Warren's tenure,Foreign Affairs & Defence,0.25,,
3075015,0,ministerial media relations,Government Operations & Ethics,0.25,,
3075026,0,penitentiary construction program,"Justice, Rights & Immigration",0.25,,
3075054,0,coast guard equipment program,Government Operations & Ethics,0.0,,
3075058,0,Canada-US boundary dispute and fisheries,Agriculture & Natural Resources,0.0,,
3075058,1,Georges Bank fishing and maritime boundaries,Agriculture & Natural Resources,0.0,,
3075063,0,human rights in east European countries,Foreign Affairs & Defence,0.25,,
3075065,0,denouncing foreign activities,Foreign Affairs & Defence,0.25,,
3075204,0,inalienable rights and common law,"Justice, Rights & Immigration",0.25,,
3075204,1,human rights and the rule of law,"Justice, Rights & Immigration",0.0,,
3075204,2,development of human rights and individual dignity,"Justice, Rights & Immigration",0.0,,
3075204,3,unalienable rights and the consent of the governed,"Justice, Rights & Immigration",0.0,,
3075204,4,common law and natural law,"Justice, Rights & Immigration",0.0,,
3075204,5,bill of rights and administrative tribunals,"Justice, Rights & Immigration",0.25,,
3075204,6,right of appeal to Superior Court,"Justice, Rights & Immigration",0.0,,
3075204,7,equal opportunity and human rights,"Justice, Rights & Immigration",0.0,,
3075204,8,Bill of Rights and judicial enforcement of rights,"Justice, Rights & Immigration",0.0,,
3075204,9,Bill of Rights and individual freedoms,"Justice, Rights & Immigration",0.0,,
3075273,0,condemnation of Liberal energy policy,Agriculture & Natural Resources,0.75,,
3075306,0,Canada-US relations and upcoming Washington meetings,Trade & Industry,0.25,,
3075349,0,urban transit policy and energy savings,Economic & Fiscal Policy,0.25,,
3075372,0,Professor Gunder-Frank's entry permit,"Justice, Rights & Immigration",0.0,,
3075372,1,freedom of information legislation,Government Operations & Ethics,0.25,,
3075382,0,national security decision on professor entry,"Justice, Rights & Immigration",0.0,,
3075416,0,CBC criticism and government action,Government Operations & Ethics,0.25,,
3075462,0,order of business,Parliamentary Affairs,0.75,,
3075462,1,adjournment of debate,Parliamentary Affairs,0.75,,
3075466,0,cutting off debate,Parliamentary Affairs,0.75,,
3075504,0,DSS R&D contracts and their purpose,Government Operations & Ethics,0.0,,
3075645,0,unanimous consent for motion,Parliamentary Affairs,0.75,,
3075645,1,condemnation of Uganda government actions,Foreign Affairs & Defence,0.5,,
3075729,0,federal-provincial relations,Intergovernmental & Constitutional Affairs,0.25,,
3075734,0,National Energy Board hearings parameters,Agriculture & Natural Resources,0.0,,
3075783,0,appointment of RCMP commissioner,Government Operations & Ethics,0.0,,
3075825,0,Air Canada wine shipment,Trade & Industry,0.0,,
3075825,1,Air Canada shipments free of charge,Trade & Industry,0.0,,
3075851,0,federal-provincial negotiation principles debate,Intergovernmental & Constitutional Affairs,0.0,,
3075861,0,provincial disagreement on health care legislation,Social Policy,0.25,,
3075861,1,federal-provincial health policy,Social Policy,0.25,,
3075861,2,separatism in Quebec,Intergovernmental & Constitutional Affairs,0.25,,
3075861,3,government's failure to keep country together,Intergovernmental & Constitutional Affairs,0.25,,
3075861,4,Prime Minister blaming Canadians for country's problems,Intergovernmental & Constitutional Affairs,0.75,,
3075867,0,government dishonesty and incompetence,Government Operations & Ethics,0.25,,
3075889,0,honesty in politics and the democratic system,Government Operations & Ethics,0.25,,
3075889,1,government dishonesty and prime minister's rhetoric,Government Operations & Ethics,0.75,,
3075950,0,regional initiatives and equality of opportunity,Intergovernmental & Constitutional Affairs,0.25,,
3075950,1,regional disparities and equal opportunity,Intergovernmental & Constitutional Affairs,0.25,,
